lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
resolution,resolution,,n.,결심 / 해결,She made a resolution to exercise daily.,그녀는 매일 운동하겠다고 결심했습니다.,normal,,,FALSE
liberal,liberal,,adj.|n.,자유로운 / 개방적인,She has liberal ideas about education.,그녀는 교육에 대해 개방적인 생각을 가지고 있습니다.,normal,,,FALSE
motion,motion,,n.|v.,움직임 / 손짓하다,He motioned to her to come in.,그는 그녀에게 들어오라고 손짓했습니다.,polysemy_split,(움직임),motion,FALSE
motion,motion,,n.|v.,손짓하다 / 몸짓으로 알리다,She motioned for him to sit down.,그녀는 그에게 앉으라고 손짓했습니다.,polysemy_split,(손짓하다),motion,FALSE
complicate,complicate,,v.,복잡하게 만들다,Rain complicated our picnic plans.,비가 우리의 소풍 계획을 복잡하게 만들었습니다.,normal,,,FALSE
disappoint,disappoint,,v.,실망시키다,He disappointed his mother with bad grades.,그는 나쁜 성적으로 어머니를 실망시켰습니다.,normal,,,FALSE
assumption,assumption,,n.,추측 / 가정,She made a wrong assumption about him.,그녀는 그에 대해 잘못된 추측을 했습니다.,normal,,,FALSE
forth,forth,,adv.,앞으로 / 밖으로,She walked forth into the garden.,그녀는 정원으로 앞으로 걸어 나갔습니다.,function_word,,,FALSE
negotiation,negotiation,,n.,협상 / 교섭,The price negotiation took a long time.,가격 협상은 오랜 시간이 걸렸습니다.,normal,,,FALSE
mechanism,mechanism,,n.,방법 / 구조,The body has a mechanism to fight illness.,우리 몸은 병과 싸우는 구조를 가지고 있습니다.,normal,,,FALSE
democracy,democracy,,n.,민주주의,We live in a democracy.,우리는 민주주의 사회에서 살고 있습니다.,normal,,,FALSE
implication,implication,,n.,영향 / 암시,Her words had a serious implication.,그녀의 말은 심각한 암시를 담고 있었습니다.,normal,,,FALSE
interaction,interaction,,n.,상호작용 / 교류,Children need interaction with other kids.,아이들은 다른 아이들과의 교류가 필요합니다.,normal,,,FALSE
presidential,presidential,,adj.,대통령의,The presidential election was on TV.,대통령 선거가 TV에 나왔습니다.,normal,,,FALSE
distinguish,distinguish,,v.,구별하다 / 구분하다,She can distinguish red from green.,그녀는 빨간색과 초록색을 구별할 수 있습니다.,normal,,,FALSE
substantial,substantial,,adj.,상당한 / 실질적인,She earned a substantial amount of money.,그녀는 상당한 금액을 벌었습니다.,normal,,,FALSE
nearby,nearby,,adj.|adv.,근처의 / 가까이에,There is a nearby park we visit often.,우리가 자주 가는 근처 공원이 있습니다.,normal,,,FALSE
manufacturer,manufacturer,,n.,제조업체 / 생산자,The manufacturer makes shoes in this town.,그 제조업체는 이 마을에서 신발을 만듭니다.,normal,,,FALSE
cope,cope,,v.,대처하다 / 감당하다,She coped well with the stressful day.,그녀는 힘든 하루를 잘 대처했습니다.,normal,,,FALSE
accommodation,accommodation,,n.,숙소 / 숙박시설,We found cheap accommodation near the beach.,우리는 해변 근처에서 저렴한 숙소를 찾았습니다.,normal,,,FALSE
exception,exception,,n.,예외,Everyone came except one exception.,한 명의 예외를 제외하고 모두 왔습니다.,normal,,,FALSE
