lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
cattle,cattle,,n.,소 / 가축,The cattle eat grass in the field.,소들이 들판에서 풀을 먹는다.,normal,,,FALSE
causal,causal,,adj.,원인의 / 인과관계의,There is a causal link between the two.,그 둘 사이에는 인과관계가 있다.,normal,,,FALSE
caution,caution,,n.|v.,조심 / 경고하다,She walked with caution on the ice.,그녀는 얼음 위를 조심스럽게 걸었다.,normal,,,FALSE
cave,cave,,n.|v.,동굴 / 무너지다,The children played near the cave.,아이들이 동굴 근처에서 놀았다.,normal,,,FALSE
cease,cease,,n.|v.,멈추다 / 중단,The rain ceased in the morning.,아침에 비가 그쳤다.,normal,,,FALSE
censor,censor,,n.|v.,검열관 / 검열하다,They censored the news report.,그들은 뉴스 보도를 검열했다.,normal,,,FALSE
certificate,certificate,,n.|v.,증명서 / 자격증,She got a certificate from her school.,그녀는 학교에서 수료증을 받았다.,normal,,,FALSE
chaos,chaos,,n.,혼란 / 무질서,There was chaos in the classroom.,교실이 혼란스러웠다.,normal,,,FALSE
chill,chill,,adj.|n.|v.,차가운 / 냉기,I felt a chill in the morning air.,아침 공기에서 냉기를 느꼈다.,normal,,,FALSE
chin,chin,,n.,턱,She rested her chin on her hand.,그녀는 손에 턱을 괴었다.,normal,,,FALSE
choir,choir,,n.,합창단 / 성가대,She sings in the school choir.,그녀는 학교 합창단에서 노래한다.,normal,,,FALSE
chorus,chorus,,n.|v.,합창 / 후렴구,We all sang the chorus together.,우리 모두 후렴구를 함께 불렀다.,normal,,,FALSE
chronic,chronic,,adj.,만성적인 / 오래된,He has chronic back pain.,그는 만성 허리 통증이 있다.,normal,,,FALSE
circulate,circulate,,v.,순환하다 / 퍼뜨리다,Blood circulates through the body.,혈액이 몸 전체를 순환한다.,normal,,,FALSE
clap,clap,,n.|v.,박수 / 박수치다,We clapped after the show.,우리는 공연이 끝난 후 박수쳤다.,normal,,,FALSE
clarify,clarify,,v.,명확히 하다 / 설명하다,She clarified her answer for us.,그녀는 우리에게 자신의 답을 명확히 설명했다.,normal,,,FALSE
clash,clash,,n.|v.,충돌 / 충돌하다,The two boys clashed on the street.,두 소년이 길에서 충돌했다.,normal,,,FALSE
classify,classify,,v.,분류하다,She classified the books by color.,그녀는 책을 색깔별로 분류했다.,normal,,,FALSE
clay,clay,,n.,점토 / 찰흙,The girl made a pot from clay.,그 소녀는 찰흙으로 그릇을 만들었다.,normal,,,FALSE
cling,cling,,v.,매달리다 / 달라붙다,The child clung to her mother.,아이가 엄마에게 매달렸다.,normal,,,FALSE
clinic,clinic,,n.,병원 / 진료소,She went to the clinic for a check.,그녀는 검진을 받으러 진료소에 갔다.,normal,,,FALSE
coincide,coincide,,v.,동시에 일어나다 / 일치하다,Our holidays coincide this year.,우리의 휴가가 올해 겹친다.,normal,,,FALSE
collaborate,collaborate,,v.,협력하다 / 함께 작업하다,We collaborated on the school project.,우리는 학교 프로젝트에서 협력했다.,normal,,,FALSE
collar,collar,,n.|v.,칼라 / 목 부분,He fixed his shirt collar in the mirror.,그는 거울 앞에서 셔츠 칼라를 고쳤다.,normal,,,FALSE
colony,colony,,n.,식민지 / 집단 거주지,The country was once a colony.,그 나라는 한때 식민지였다.,normal,,,FALSE
combat,combat,,n.|v.,전투 / 싸우다,The soldiers trained for combat.,병사들이 전투를 위해 훈련했다.,normal,,,FALSE
commodity,commodity,,n.,상품 / 물자,Rice is an important commodity here.,쌀은 여기서 중요한 상품이다.,normal,,,FALSE
communist,communist,,adj.|n.,공산주의의 / 공산주의자,He studied communist history in school.,그는 학교에서 공산주의 역사를 공부했다.,normal,,,FALSE
companion,companion,,n.,동반자 / 친구,She is my travel companion.,그녀는 나의 여행 동반자이다.,normal,,,FALSE
