lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
pack,pack,,n.,묶음 / 가방,She put a pack of cards on the table.,그녀는 카드 한 묶음을 탁자 위에 놓았어요.,normal,,,FALSE
swim,swim,,n.,수영,She went for a swim in the lake.,그녀는 호수에 수영하러 갔어요.,normal,,,FALSE
totally,totally,,adv.,완전히 / 전혀,I totally forgot her birthday.,나는 그녀의 생일을 완전히 잊어버렸어요.,normal,,,FALSE
historical,historical,,adj.,역사적인,We visited a historical building in the city.,우리는 도시의 역사적인 건물을 방문했어요.,normal,,,FALSE
branch,branch,,n.,나뭇가지 / 지점,The bird sat on a branch of the tree.,새 한 마리가 나뭇가지 위에 앉았어요.,normal,,,FALSE
bomb,bomb,,n.,폭탄,The soldiers found a bomb near the road.,군인들이 도로 근처에서 폭탄을 발견했어요.,polysemy_split,(폭탄),,FALSE
bomb,bomb,,v.,폭격하다,The city was bombed during the war.,전쟁 중에 그 도시가 폭격을 당했어요.,polysemy_split,(폭격하다),bomb,FALSE
editor,editor,,n.,편집자,The editor read every page of the book.,편집자는 책의 모든 페이지를 읽었어요.,normal,,,FALSE
sight,sight,,n.,시력 / 광경,The sunset was a beautiful sight.,일몰은 아름다운 광경이었어요.,normal,,,FALSE
quote,quote,,n.,인용문,She wrote a famous quote on the board.,그녀는 칠판에 유명한 인용문을 썼어요.,polysemy_split,(인용문),,FALSE
quote,quote,,v.,인용하다,He quoted a line from the poem.,그는 시에서 한 구절을 인용했어요.,polysemy_split,(인용하다),quote,FALSE
climb,climb,,n.,오르기 / 등반,The climb up the hill was hard.,언덕을 오르는 것은 힘들었어요.,normal,,,FALSE
mainly,mainly,,adv.,주로,She mainly eats vegetables and fruit.,그녀는 주로 채소와 과일을 먹어요.,normal,,,FALSE
occasion,occasion,,n.,때 / 특별한 행사,Her birthday is a special occasion.,그녀의 생일은 특별한 행사예요.,normal,,,FALSE
familiar,familiar,,adj.,익숙한 / 잘 아는,This song sounds familiar to me.,이 노래는 나에게 익숙하게 들려요.,normal,,,FALSE
ignore,ignore,,v.,무시하다,She ignored his call all day.,그녀는 하루 종일 그의 전화를 무시했어요.,normal,,,FALSE
locate,locate,,v.,위치를 찾다 / 두다,Can you locate the school on the map?,지도에서 학교 위치를 찾을 수 있나요?,normal,,,FALSE
belief,belief,,n.,믿음 / 신념,She has a strong belief in hard work.,그녀는 열심히 일하는 것에 강한 신념을 갖고 있어요.,normal,,,FALSE
technical,technical,,adj.,기술적인,This book has many technical words.,이 책에는 기술적인 단어가 많아요.,normal,,,FALSE
remind,remind,,v.,상기시키다,Please remind me to call her tonight.,오늘 밤 그녀에게 전화하라고 상기시켜 주세요.,normal,,,FALSE
switch,switch,,v.,바꾸다 / 전환하다,He switched the TV to another channel.,그는 TV를 다른 채널로 바꿨어요.,normal,,,FALSE
fairly,fairly,,adv.,꽤 / 공정하게,The weather is fairly warm today.,오늘 날씨는 꽤 따뜻해요.,normal,,,FALSE
participate,participate,,v.,참여하다,She participated in the school event.,그녀는 학교 행사에 참여했어요.,normal,,,FALSE
border,border,,n.,국경 / 경계,They crossed the border by bus.,그들은 버스를 타고 국경을 넘었어요.,normal,,,FALSE
shake,shake,,n.,흔들기 / 악수,He gave a shake of his head.,그는 고개를 흔들었어요.,normal,,,FALSE
ought,ought,,modal v.,~해야 한다,You ought to eat more vegetables.,당신은 채소를 더 먹어야 해요.,function_word,,,FALSE
ad,ad,,n.,광고,I saw an ad for that shop on TV.,TV에서 그 가게 광고를 봤어요.,normal,,,FALSE
escape,escape,,n.,탈출,The cat made an escape from the room.,고양이가 방에서 탈출했어요.,polysemy_split,(탈출),,FALSE
escape,escape,,v.,탈출하다 / 벗어나다,The dog escaped from the garden.,개가 정원에서 탈출했어요.,polysemy_split,(탈출하다),escape,FALSE
studio,studio,,n.,스튜디오 / 작업실,The singer recorded a song in the studio.,가수가 스튜디오에서 노래를 녹음했어요.,normal,,,FALSE
proper,proper,,adj.,적절한 / 올바른,Wear proper shoes for the walk.,걸을 때는 적절한 신발을 신으세요.,normal,,,FALSE
afford,afford,,v.,여유가 있다 / 살 수 있다,We cannot afford a new car now.,우리는 지금 새 차를 살 여유가 없어요.,normal,,,FALSE
arrest,arrest,,n.,체포,The police made an arrest this morning.,경찰이 오늘 아침에 체포를 했어요.,polysemy_split,(체포),,FALSE
arrest,arrest,,v.,체포하다,The police arrested the man yesterday.,경찰이 어제 그 남자를 체포했어요.,polysemy_split,(체포하다),arrest,FALSE
signal,signal,,n.,신호,The green light is a signal to go.,초록불은 출발 신호예요.,polysemy_split,(신호),,FALSE
signal,signal,,v.,신호를 보내다,She signaled to the waiter for help.,그녀는 웨이터에게 도움을 요청하는 신호를 보냈어요.,polysemy_split,(신호를 보내다),signal,FALSE
explore,explore,,v.,탐험하다 / 살펴보다,The children explored the forest together.,아이들이 함께 숲을 탐험했어요.,normal,,,FALSE
necessarily,necessarily,,adv.,반드시 / 꼭,More food is not necessarily better.,음식이 많다고 반드시 좋은 건 아니에요.,normal,,,FALSE
frame,frame,,n.,액자 / 틀,She put the photo in a wooden frame.,그녀는 사진을 나무 액자에 넣었어요.,polysemy_split,(액자),,FALSE
frame,frame,,v.,액자에 넣다 / 구성하다,He framed the drawing for his mother.,그는 어머니를 위해 그림을 액자에 넣었어요.,polysemy_split,(액자에 넣다),frame,FALSE
hire,hire,,v.,고용하다,The shop hired two new workers.,그 가게는 새 직원 두 명을 고용했어요.,normal,,,FALSE
chain,chain,,n.,사슬 / 체인,The dog is tied with a chain.,개가 사슬로 묶여 있어요.,normal,,,FALSE
literature,literature,,n.,문학,She loves reading Korean literature.,그녀는 한국 문학 읽는 것을 좋아해요.,normal,,,FALSE
victim,victim,,n.,피해자,The victim got help from the police.,피해자는 경찰로부터 도움을 받았어요.,normal,,,FALSE
label,label,,n.,라벨 / 표시,Read the label on the bottle carefully.,병에 붙은 라벨을 잘 읽어 보세요.,polysemy_split,(라벨),,FALSE
