lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
code,code,,n.,코드 / 규칙,What is the zip code here?,여기 우편번호가 뭐예요?,normal,,,FALSE
accident,accident,,n.,사고 / 실수,She had a car accident yesterday.,그녀는 어제 교통사고를 당했어요.,normal,,,FALSE
impossible,impossible,,adj.,불가능한,That task is impossible for me.,그 일은 저에게 불가능해요.,normal,,,FALSE
active,active,,adj.,활동적인 / 적극적인,She is very active every morning.,그녀는 매일 아침 매우 활동적이에요.,normal,,,FALSE
blow,blow,,v.,불다 / 날리다,The wind blows hard today.,오늘 바람이 세게 불어요.,normal,,,FALSE
wash,wash,,n.,세탁 / 씻기,She gave the car a wash.,그녀는 차를 세차했어요.,normal,,,FALSE
stone,stone,,n.,돌 / 돌멩이,The boy threw a stone into the river.,그 소년은 강에 돌을 던졌어요.,normal,,,FALSE
soldier,soldier,,n.,군인,He became a soldier at twenty.,그는 스무 살에 군인이 되었어요.,normal,,,FALSE
comfortable,comfortable,,adj.,편안한,This sofa is very comfortable.,이 소파는 매우 편안해요.,normal,,,FALSE
usual,usual,,adj.,평소의 / 보통의,She woke up at her usual time.,그녀는 평소 시간에 일어났어요.,normal,,,FALSE
carefully,carefully,,adv.,조심스럽게 / 신중하게,She carefully crossed the road.,그녀는 조심스럽게 길을 건넜어요.,normal,,,FALSE
pack,pack,,v.,짐을 싸다 / 포장하다,I need to pack my bag now.,저는 지금 가방을 싸야 해요.,normal,,,FALSE
cycle,cycle,,n.|v.,순환 / 자전거를 타다,He cycles to school every day.,그는 매일 자전거를 타고 학교에 가요.,normal,,,FALSE
onto,onto,,prep.,~위로 / ~쪽으로,The cat jumped onto the table.,고양이가 탁자 위로 뛰어올랐어요.,function_word,,,FALSE
vehicle,vehicle,,n.,차량 / 탈것,A big vehicle stopped on the road.,큰 차량이 길 위에 멈췄어요.,normal,,,FALSE
route,route,,n.,길 / 경로,We took a short route home.,우리는 집으로 가는 짧은 길을 택했어요.,normal,,,FALSE
belong,belong,,v.,~에 속하다 / ~의 것이다,This bag belongs to my mother.,이 가방은 우리 어머니 것이에요.,normal,,,FALSE
