lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
doughnut,doughnut,,n.,도넛,She ate a doughnut for breakfast.,그녀는 아침으로 도넛을 먹었다.,normal,,,FALSE
duck,duck,,n.|v.,오리 / 몸을 숙이다,The duck swam in the pond.,오리가 연못에서 헤엄쳤다.,polysemy_split,(오리),,FALSE
duck,duck,,n.|v.,몸을 숙이다,She ducked to avoid the ball.,그녀는 공을 피하려고 몸을 숙였다.,polysemy_split,(몸을 숙이다),duck,FALSE
fox,fox,,n.,여우,The fox ran into the forest.,여우가 숲속으로 달려갔다.,normal,,,FALSE
grape,grape,,n.,포도,She washed the grapes before eating.,그녀는 먹기 전에 포도를 씻었다.,normal,,,FALSE
gum,gum,,n.,껌 / 잇몸,He chewed gum after lunch.,그는 점심 후에 껌을 씹었다.,normal,,,FALSE
hamburger,hamburger,,n.,햄버거,The boy ate a hamburger for lunch.,그 남자아이는 점심으로 햄버거를 먹었다.,normal,,,FALSE
helmet,helmet,,n.,헬멧,She always wears a helmet when cycling.,그녀는 자전거를 탈 때 항상 헬멧을 쓴다.,normal,,,FALSE
hike,hike,,n.|v.,하이킹 / 하이킹하다,We went for a hike in the mountains.,우리는 산에 하이킹을 하러 갔다.,normal,,,FALSE
laser,laser,,n.,레이저,The doctor used a laser to treat her skin.,의사는 그녀의 피부를 치료하기 위해 레이저를 사용했다.,normal,,,FALSE
marathon,marathon,,n.,마라톤,He ran his first marathon last year.,그는 작년에 처음으로 마라톤을 뛰었다.,normal,,,FALSE
maths,maths,,n.,수학,She is good at maths.,그녀는 수학을 잘한다.,normal,,,FALSE
medal,medal,,n.,메달,She won a gold medal at the race.,그녀는 경기에서 금메달을 땄다.,normal,,,FALSE
nay,nay,,adv.|n.,아니 / 반대표,He said nay to the idea.,그는 그 생각에 반대했다.,normal,,,FALSE
nope,nope,,exclam.,아니요 (구어체),"""Do you want more cake?"" ""Nope.""","""케이크 더 먹을래요?"" ""아니요.""",normal,,,FALSE
