lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
dispose,dispose,,v.,처분하다 / 버리다,She disposed of the old clothes.,그녀는 오래된 옷을 처분했습니다.,normal,,,FALSE
disrupt,disrupt,,v.,방해하다 / 혼란시키다,The noise disrupted the class.,소음이 수업을 방해했습니다.,normal,,,FALSE
distort,distort,,v.,왜곡하다 / 뒤틀다,He distorted the facts of the story.,그는 이야기의 사실을 왜곡했습니다.,normal,,,FALSE
distract,distract,,v.,집중을 방해하다 / 산만하게 하다,The TV distracted her from her work.,TV가 그녀의 일에 집중을 방해했습니다.,normal,,,FALSE
diverse,diverse,,adj.,다양한,The class has diverse students.,그 반에는 다양한 학생들이 있습니다.,normal,,,FALSE
divine,divine,,adj.|v.,신성한,She felt a divine peace in the garden.,그녀는 정원에서 신성한 평화를 느꼈습니다.,normal,(신성한),,FALSE
domain,domain,,n.,분야 / 영역,Science is her domain.,과학은 그녀의 분야입니다.,normal,,,FALSE
dominant,dominant,,adj.|n.,지배적인 / 우세한,She is the dominant player on the team.,그녀는 팀에서 가장 우세한 선수입니다.,normal,,,FALSE
dose,dose,,n.|v.,복용량 / (약을) 투여하다,She took a small dose of medicine.,그녀는 소량의 약을 복용했습니다.,normal,,,FALSE
dot,dot,,n.|v.,점 / 점을 찍다,She drew a dot on the paper.,그녀는 종이에 점을 찍었습니다.,normal,,,FALSE
drain,drain,,n.|v.,배수구 / 물을 빼다,The water drained from the sink.,싱크대에서 물이 빠졌습니다.,normal,,,FALSE
drawer,drawer,,n.,서랍,She put the spoon in the drawer.,그녀는 숟가락을 서랍에 넣었습니다.,normal,,,FALSE
dread,dread,,n.|v.,두려움 / 몹시 두려워하다,She dreads going to the dentist.,그녀는 치과 가는 것을 몹시 두려워합니다.,normal,,,FALSE
drill,drill,,n.|v.,드릴 / 구멍을 뚫다,He drilled a hole in the wall.,그는 벽에 구멍을 뚫었습니다.,normal,,,FALSE
drown,drown,,v.,물에 빠지다 / 익사하다,The boy nearly drowned in the river.,그 소년은 강에서 익사할 뻔했습니다.,normal,,,FALSE
dual,dual,,adj.,이중의 / 두 가지의,She has dual roles at home.,그녀는 집에서 이중의 역할을 합니다.,normal,,,FALSE
dull,dull,,adj.|v.,지루한 / 흐릿한,The weather was dull and grey.,날씨가 흐리고 칙칙했습니다.,normal,,,FALSE
dwell,dwell,,v.,살다 / 거주하다,They dwell near the river.,그들은 강 근처에 살고 있습니다.,normal,,,FALSE
dynamic,dynamic,,adj.|n.,역동적인 / 활발한,She is a dynamic and cheerful teacher.,그녀는 역동적이고 활발한 선생님입니다.,normal,,,FALSE
eager,eager,,adj.,열심인 / 간절히 원하는,The girl is eager to learn English.,그 소녀는 영어를 배우고 싶어 안달이 나 있습니다.,normal,,,FALSE
elaborate,elaborate,,adj.|v.,정교한 / 자세히 설명하다,She made an elaborate cake for the party.,그녀는 파티를 위해 정교한 케이크를 만들었습니다.,normal,,,FALSE
elegant,elegant,,adj.,우아한 / 품위 있는,She wore an elegant dress to dinner.,그녀는 저녁 식사에 우아한 드레스를 입었습니다.,normal,,,FALSE
elementary,elementary,,adj.,초보적인 / 기초적인,This is an elementary English class.,이것은 기초 영어 수업입니다.,normal,,,FALSE
elevate,elevate,,v.,높이다 / 올리다,He elevated his feet on the chair.,그는 의자에 발을 올려놓았습니다.,normal,,,FALSE
elite,elite,,adj.|n.,엘리트 / 최상류의,She went to an elite school in Seoul.,그녀는 서울의 명문 학교에 다녔습니다.,normal,,,FALSE
embassy,embassy,,n.,대사관,She got a visa at the embassy.,그녀는 대사관에서 비자를 받았습니다.,normal,,,FALSE
embody,embody,,v.,구현하다 / 나타내다,She embodies kindness and warmth.,그녀는 친절함과 따뜻함을 구현합니다.,normal,,,FALSE
emergence,emergence,,n.,출현 / 등장,We saw the emergence of new shops.,우리는 새로운 가게들의 등장을 보았습니다.,normal,,,FALSE
