lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
completely,completely,,adv.,완전히 / 전혀,She completely forgot my birthday.,그녀는 내 생일을 완전히 잊어버렸어요.,normal,,,FALSE
female,female,,adj.|n.,여성의 / 여성,She is a female doctor.,그녀는 여의사예요.,normal,,,FALSE
original,original,,adj.,원래의 / 독창적인,This is the original recipe.,이것이 원래 레시피예요.,normal,,,FALSE
rock,rock,,n.,바위 / 돌,The boy sat on a big rock.,그 소년은 큰 바위 위에 앉았어요.,normal,,,FALSE
dream,dream,,n.|v.,꿈 / 꿈꾸다,She dreams of a happy family.,그녀는 행복한 가족을 꿈꿔요.,normal,,,FALSE
easily,easily,,adv.,쉽게 / 간단히,He easily finished his homework.,그는 숙제를 쉽게 끝냈어요.,normal,,,FALSE
fix,fix,,v.,고치다 / 고정하다,He fixed the broken chair.,그는 부러진 의자를 고쳤어요.,normal,,,FALSE
cross,cross,,n.|v.,십자가,There is a cross on the wall.,벽에 십자가가 있어요.,polysemy_split,(십자가),cross,FALSE
cross,cross,,n.|v.,건너다,She crossed the street carefully.,그녀는 조심스럽게 길을 건넜어요.,polysemy_split,(건너다),cross,FALSE
weight,weight,,n.,무게 / 체중,What is your weight?,당신의 체중은 얼마예요?,normal,,,FALSE
shape,shape,,n.,모양 / 형태,The cake has a heart shape.,그 케이크는 하트 모양이에요.,normal,,,FALSE
sea,sea,,n.,바다,We swam in the sea.,우리는 바다에서 수영했어요.,normal,,,FALSE
immediately,immediately,,adv.,즉시 / 바로,She called me immediately.,그녀는 즉시 나에게 전화했어요.,normal,,,FALSE
welcome,welcome,,n.,환영 / 환영하다,They gave us a warm welcome.,그들은 우리를 따뜻하게 환영해 주었어요.,normal,,,FALSE
smile,smile,,n.|v.,미소 / 미소 짓다,She smiled at me this morning.,그녀는 오늘 아침 나에게 미소 지었어요.,normal,,,FALSE
traditional,traditional,,adj.,전통적인,We ate traditional Korean food.,우리는 전통 한국 음식을 먹었어요.,normal,,,FALSE
replace,replace,,v.,교체하다 / 대신하다,She replaced the old battery.,그녀는 오래된 배터리를 교체했어요.,normal,,,FALSE
herself,herself,,pron.,그녀 자신,She made the cake herself.,그녀는 직접 케이크를 만들었어요.,function_word,,,FALSE
suddenly,suddenly,,adv.,갑자기,It suddenly started to rain.,갑자기 비가 내리기 시작했어요.,normal,,,FALSE
independent,independent,,adj.,독립적인 / 자립하는,She is very independent now.,그녀는 이제 매우 독립적이에요.,normal,,,FALSE
recommend,recommend,,v.,추천하다,Can you recommend a good restaurant?,좋은 식당을 추천해 줄 수 있어요?,normal,,,FALSE
survey,survey,,n.,설문 조사,She answered the survey online.,그녀는 온라인으로 설문 조사에 답했어요.,normal,,,FALSE
request,request,,n.,요청 / 부탁,He made a simple request.,그는 간단한 요청을 했어요.,normal,,,FALSE
wind,wind,,n.,바람,The wind is very strong today.,오늘 바람이 아주 강해요.,normal,,,FALSE
