lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
venture,venture,,n.|v.,모험적 사업 / 과감히 나서다,She ventured out alone in the rain.,그녀는 빗속에 혼자 나섰다.,normal,,,FALSE
compound,compound,,adj.|n.|v.,복합의 / 악화시키다,The cold weather compounded her illness.,추운 날씨가 그녀의 병을 악화시켰다.,polysemy_split,(복합의/복합체),compound,FALSE
compound,compound,,adj.|n.|v.,복합체 / 화합물,Water is a compound of hydrogen and oxygen.,물은 수소와 산소의 화합물이다.,polysemy_split,(화합물/복합체),compound,FALSE
preference,preference,,n.,선호 / 좋아하는 것,She has a preference for green tea.,그녀는 녹차를 선호한다.,normal,,,FALSE
comprehensive,comprehensive,,adj.,포괄적인 / 종합적인,She gave a comprehensive answer to the question.,그녀는 질문에 종합적인 답변을 했다.,normal,,,FALSE
incentive,incentive,,n.,장려책 / 동기,A bonus is a good incentive to work hard.,보너스는 열심히 일하는 좋은 동기가 된다.,normal,,,FALSE
margin,margin,,n.,여백 / 차이,She wrote notes in the margin of the book.,그녀는 책의 여백에 메모를 적었다.,normal,,,FALSE
beneath,beneath,,adv.|prep.,아래에 / ~보다 못한,The cat slept beneath the table.,고양이가 탁자 아래에서 잤다.,function_word,,,FALSE
capability,capability,,n.,능력 / 역량,The boy showed great capability in math.,그 소년은 수학에서 뛰어난 능력을 보였다.,normal,,,FALSE
correspond,correspond,,v.,일치하다 / 편지를 주고받다,Her words do not correspond with her actions.,그녀의 말은 행동과 일치하지 않는다.,normal,,,FALSE
stroke,stroke,,n.|v.,쓰다듬다 / 뇌졸중,She stroked the cat gently.,그녀는 고양이를 부드럽게 쓰다듬었다.,polysemy_split,(쓰다듬다),stroke,FALSE
stroke,stroke,,n.|v.,뇌졸중 / 발작,He had a stroke and went to hospital.,그는 뇌졸중으로 병원에 갔다.,polysemy_split,(뇌졸중),stroke,FALSE
dare,dare,,modal v.|v.,감히 ~하다 / 도전하다,She did not dare to speak first.,그녀는 감히 먼저 말을 꺼내지 못했다.,function_word,,,FALSE
divorce,divorce,,n.|v.,이혼 / 이혼하다,They decided to get a divorce last year.,그들은 작년에 이혼하기로 결심했다.,normal,,,FALSE
ruin,ruin,,n.|v.,망치다 / 폐허,The rain ruined our picnic plans.,비가 우리의 소풍 계획을 망쳤다.,normal,,,FALSE
counsel,counsel,,n.|v.,조언 / 상담하다,She counseled her friend after the bad news.,그녀는 나쁜 소식 후 친구를 상담해 주었다.,normal,,,FALSE
tendency,tendency,,n.,경향 / 성향,He has a tendency to eat late at night.,그는 밤늦게 먹는 경향이 있다.,normal,,,FALSE
