lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
feeling,feeling,,n.,느낌 / 감정,I have a good feeling today.,나는 오늘 기분이 좋아요.,normal,,,FALSE
fifteen,fifteen,,number,열다섯 / 15,She is fifteen years old.,그녀는 열다섯 살이에요.,normal,,,FALSE
fifth,fifth,,number,다섯 번째,My birthday is on the fifth.,내 생일은 5일이에요.,normal,,,FALSE
fifty,fifty,,number,쉰 / 50,There are fifty chairs in the room.,방에 의자가 50개 있어요.,normal,,,FALSE
forty,forty,,number,마흔 / 40,He is forty years old.,그는 마흔 살이에요.,normal,,,FALSE
fourteen,fourteen,,number,열넷 / 14,The girl is fourteen years old.,그 소녀는 열네 살이에요.,normal,,,FALSE
fourth,fourth,,number,네 번째,She sits in the fourth row.,그녀는 네 번째 줄에 앉아요.,normal,,,FALSE
friday,Friday,,n.,금요일,We meet every Friday.,우리는 매주 금요일에 만나요.,normal,,,FALSE
girlfriend,girlfriend,,n.,여자친구,He walks with his girlfriend.,그는 여자친구와 함께 걸어요.,normal,,,FALSE
grandparent,grandparent,,n.,조부모 / 할아버지·할머니,My grandparents live in the country.,우리 조부모님은 시골에 살아요.,normal,,,FALSE
have to,have to,,modal v.,~해야 하다,I have to go to school today.,나는 오늘 학교에 가야 해요.,function_word,,,FALSE
her,her,,det.|pron.,그녀의 / 그녀를,I gave her a gift.,나는 그녀에게 선물을 줬어요.,function_word,,,FALSE
him,him,,pron.,그를 / 그에게,She called him last night.,그녀는 어젯밤에 그에게 전화했어요.,function_word,,,FALSE
his,his,,det.,그의,He forgot his bag at home.,그는 집에 가방을 두고 왔어요.,function_word,,,FALSE
ice cream,ice cream,,n.,아이스크림,The girl loves chocolate ice cream.,그 소녀는 초콜릿 아이스크림을 좋아해요.,normal,,,FALSE
interested,interested,,adj.,관심 있는 / 흥미를 느끼는,She is interested in cooking.,그녀는 요리에 관심이 있어요.,normal,,,FALSE
interesting,interesting,,adj.,흥미로운 / 재미있는,This book is very interesting.,이 책은 매우 흥미로워요.,normal,,,FALSE
its,its,,det.,그것의,The cat licked its paw.,고양이가 자신의 발을 핥았어요.,function_word,,,FALSE
january,January,,n.,1월,My birthday is in January.,내 생일은 1월이에요.,normal,,,FALSE
july,July,,n.,7월,It is very hot in July.,7월은 매우 더워요.,normal,,,FALSE
june,June,,n.,6월,School ends in June.,학교는 6월에 끝나요.,normal,,,FALSE
later,later,,adv.,나중에 / 이따가,I will call you later.,나중에 전화할게요.,normal,,,FALSE
mall,mall,,n.,쇼핑몰,We went to the mall on Saturday.,우리는 토요일에 쇼핑몰에 갔어요.,normal,,,FALSE
married,married,,adj.,결혼한,They got married last year.,그들은 작년에 결혼했어요.,normal,,,FALSE
me,me,,pron.,나를 / 나에게,She gave me some cake.,그녀는 나에게 케이크를 줬어요.,function_word,,,FALSE
meaning,meaning,,n.,의미 / 뜻,What is the meaning of this word?,이 단어의 뜻이 뭐예요?,normal,,,FALSE
meeting,meeting,,n.,회의 / 모임,We have a meeting at ten.,우리는 10시에 회의가 있어요.,normal,,,FALSE
midnight,midnight,,n.,자정 / 밤 12시,The party ended at midnight.,파티는 자정에 끝났어요.,normal,,,FALSE
monday,Monday,,n.,월요일,She goes to work on Monday.,그녀는 월요일에 출근해요.,normal,,,FALSE
my,my,,det.,나의,My mother makes great soup.,우리 엄마는 국을 잘 끓여요.,function_word,,,FALSE
next to,next to,,prep.,~옆에,She sits next to me.,그녀는 내 옆에 앉아요.,normal,,,FALSE
nineteen,nineteen,,number,열아홉 / 19,The boy is nineteen years old.,그 소년은 열아홉 살이에요.,normal,,,FALSE
