lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
card,card,,n.,카드 / 명함,She gave me a birthday card.,그녀가 나에게 생일 카드를 줬어요.,normal,,,FALSE
hospital,hospital,,n.,병원,She went to the hospital yesterday.,그녀는 어제 병원에 갔어요.,normal,,,FALSE
quickly,quickly,,adv.,빨리 / 빠르게,He quickly ate his lunch.,그는 점심을 빨리 먹었어요.,normal,,,FALSE
interview,interview,,n.|v.,면접 / 인터뷰,She has a job interview today.,그녀는 오늘 취업 면접이 있어요.,polysemy_split,"(면접, 인터뷰)",,FALSE
interview,interview,,n.|v.,인터뷰하다 / 면접을 보다,He interviewed her for the job.,그는 그녀를 취업 면접했어요.,polysemy_split,(인터뷰하다),interview,FALSE
capital,capital,,adj.|n.,수도 / 대문자,Seoul is the capital of Korea.,서울은 한국의 수도예요.,normal,,,FALSE
popular,popular,,adj.,인기 있는,This song is very popular.,이 노래는 매우 인기 있어요.,normal,,,FALSE
beautiful,beautiful,,adj.,아름다운,She has a beautiful garden.,그녀는 아름다운 정원을 갖고 있어요.,normal,,,FALSE
television,television,,n.,텔레비전 / TV,We watch television every evening.,우리는 매일 저녁 TV를 봐요.,normal,,,FALSE
red,red,,adj.|n.,빨간 / 빨간색,She wore a red dress.,그녀는 빨간 드레스를 입었어요.,normal,,,FALSE
husband,husband,,n.,남편,Her husband cooks dinner.,그녀의 남편이 저녁을 요리해요.,normal,,,FALSE
modern,modern,,adj.,현대의 / 최신의,They live in a modern house.,그들은 현대식 집에 살아요.,normal,,,FALSE
bus,bus,,n.,버스,I take the bus every morning.,나는 매일 아침 버스를 타요.,normal,,,FALSE
yourself,yourself,,pron.,당신 자신 / 스스로,You should do it yourself.,당신이 스스로 해야 해요.,function_word,,,FALSE
natural,natural,,adj.,자연스러운 / 천연의,She has natural beauty.,그녀는 자연스러운 아름다움을 갖고 있어요.,normal,,,FALSE
brother,brother,,n.,"남자 형제 / 오빠, 남동생",My brother likes soccer.,나의 남동생은 축구를 좋아해요.,normal,,,FALSE
trip,trip,,n.,여행,We had a fun family trip.,우리는 즐거운 가족 여행을 했어요.,normal,,,FALSE
sleep,sleep,,v.,자다 / 잠자다,The baby sleeps eight hours.,아기는 여덟 시간 자요.,normal,,,FALSE
fish,fish,,n.,물고기 / 생선,She cooked fish for dinner.,그녀는 저녁으로 생선을 요리했어요.,normal,,,FALSE
bar,bar,,n.,술집 / 막대기,He had a drink at the bar.,그는 술집에서 음료를 마셨어요.,normal,,,TRUE
clean,clean,,adj.|v.,깨끗한 / 청소하다,She cleans the kitchen every day.,그녀는 매일 부엌을 청소해요.,normal,,,FALSE
fill,fill,,v.,채우다,He filled the glass with water.,그는 컵을 물로 채웠어요.,normal,,,FALSE
star,star,,n.,별 / 스타,We saw many stars last night.,우리는 어젯밤에 별을 많이 봤어요.,normal,,,FALSE
match,match,,n.,경기 / 성냥,We watched a soccer match.,우리는 축구 경기를 봤어요.,polysemy_split,"(경기, 성냥)",,FALSE
match,match,,v.,어울리다 / 맞추다,Her bag matches her shoes.,그녀의 가방이 신발과 어울려요.,polysemy_split,(어울리다),match,FALSE
blue,blue,,adj.|n.,파란 / 파란색,He has a blue jacket.,그는 파란 재킷을 갖고 있어요.,normal,,,FALSE
positive,positive,,adj.,긍정적인 / 확실한,She always has a positive attitude.,그녀는 항상 긍정적인 태도를 가져요.,normal,,,FALSE
box,box,,n.,상자 / 박스,She put the gift in a box.,그녀는 선물을 상자에 넣었어요.,normal,,,FALSE
message,message,,n.,메시지 / 문자,I got a message from my daughter.,나는 딸에게서 메시지를 받았어요.,normal,,,FALSE
style,style,,n.,스타일 / 방식,She has a great sense of style.,그녀는 훌륭한 스타일 감각이 있어요.,normal,,,FALSE
cold,cold,,adj.|n.,차가운 / 감기,She has a bad cold.,그녀는 심한 감기에 걸렸어요.,polysemy_split,(감기),,FALSE
cold,cold,,adj.|n.,차가운 / 추운,The water is very cold.,물이 매우 차가워요.,polysemy_split,"(차가운, 추운)",cold,FALSE
