lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
real,real,,adj.,진짜의 / 실제의,Is this a real flower?,이것은 진짜 꽃인가요?,normal,,,FALSE
answer,answer,,n.|v.,대답 / 대답하다,She answered my question.,그녀가 내 질문에 대답했어요.,normal,,,FALSE
sit,sit,,v.,앉다,Please sit here.,여기 앉으세요.,normal,,,FALSE
letter,letter,,n.,편지 / 글자,She wrote a letter to her mom.,그녀는 엄마에게 편지를 썼어요.,normal,,,FALSE
decide,decide,,v.,결정하다,I decided to stay home.,나는 집에 있기로 결정했어요.,normal,,,FALSE
language,language,,n.,언어,She learns a new language.,그녀는 새로운 언어를 배워요.,normal,,,FALSE
subject,subject,,n.,과목 / 주제,My favorite subject is math.,내가 가장 좋아하는 과목은 수학이에요.,normal,,,FALSE
class,class,,n.,수업 / 반,The class starts at nine.,수업은 9시에 시작해요.,normal,,,FALSE
town,town,,n.,마을 / 읍내,We live in a small town.,우리는 작은 마을에 살아요.,normal,,,FALSE
half,half,,det.|n.|pron.,절반,She drank half the water.,그녀는 물을 절반 마셨어요.,normal,,,FALSE
minute,minute,,n.,분 (시간 단위),"Wait five minutes, please.",5분만 기다려 주세요.,normal,,,FALSE
food,food,,n.,음식,The food was very good.,음식이 매우 맛있었어요.,normal,,,FALSE
break,break,,n.|v.,휴식 / 부수다,Let's take a short break.,잠깐 휴식을 취해요.,polysemy_split,(휴식),,FALSE
break,break,,n.|v.,부수다 / 깨다,He broke the glass.,그가 유리컵을 깼어요.,polysemy_split,(부수다),break,FALSE
future,future,,n.,미래,She thinks about her future.,그녀는 자신의 미래에 대해 생각해요.,normal,,,FALSE
ago,ago,,adv.,전에 (~시간 전),I ate two hours ago.,나는 두 시간 전에 밥을 먹었어요.,function_word,,,FALSE
win,win,,v.,이기다 / 우승하다,Our team won the game.,우리 팀이 경기에서 이겼어요.,normal,,,FALSE
color,color,colour,n.,색 / 색깔,What is your favorite color?,가장 좋아하는 색이 무엇인가요?,normal,,,FALSE
period,period,,n.,기간 / 시기,She rested for a short period.,그녀는 짧은 기간 동안 쉬었어요.,normal,,,FALSE
across,across,,adv.|prep.,건너편에 / 가로질러,The shop is across the street.,가게는 길 건너편에 있어요.,function_word,,,FALSE
note,note,,n.,메모 / 쪽지,She left a note on the table.,그녀는 테이블에 메모를 남겼어요.,normal,,,FALSE
history,history,,n.,역사,He likes history class.,그는 역사 수업을 좋아해요.,normal,,,FALSE
create,create,,v.,만들다 / 창조하다,She created a beautiful picture.,그녀는 아름다운 그림을 만들었어요.,normal,,,FALSE
drive,drive,,v.,운전하다,He drives to work every day.,그는 매일 차를 운전해서 출근해요.,normal,,,FALSE
type,type,,n.,종류 / 유형,What type of food do you like?,어떤 종류의 음식을 좋아하세요?,normal,,,FALSE
sound,sound,,n.|v.,소리 / ~처럼 들리다,That sounds good to me.,그것은 좋게 들려요.,polysemy_split,(~처럼 들리다),,FALSE
sound,sound,,n.|v.,소리,I heard a loud sound.,나는 큰 소리를 들었어요.,polysemy_split,(소리),sound,FALSE
eye,eye,,n.,눈 (신체),She has big brown eyes.,그녀는 큰 갈색 눈을 가지고 있어요.,normal,,,FALSE
music,music,,n.,음악,She listens to music every day.,그녀는 매일 음악을 들어요.,normal,,,FALSE
game,game,,n.,게임 / 경기,The boys played a game outside.,남자아이들이 밖에서 경기를 했어요.,normal,,,FALSE
free,free,,adj.,무료의 / 자유로운,The coffee is free today.,오늘은 커피가 무료예요.,normal,,,FALSE
moment,moment,,n.,순간 / 잠깐,"Wait a moment, please.",잠깐만 기다려 주세요.,normal,,,FALSE
body,body,,n.,몸 / 신체,Exercise is good for your body.,운동은 몸에 좋아요.,normal,,,FALSE
wait,wait,,v.,기다리다,I waited for the bus.,나는 버스를 기다렸어요.,normal,,,FALSE
team,team,,n.,팀 / 모둠,We are on the same team.,우리는 같은 팀이에요.,normal,,,FALSE
easy,easy,,adj.,쉬운,This question is very easy.,이 질문은 매우 쉬워요.,normal,,,FALSE
full,full,,adj.,가득 찬 / 배부른,I am full after dinner.,저녁 식사 후 배가 불러요.,normal,,,FALSE
black,black,,adj.|n.,검은색의 / 검은색,She wore a black coat.,그녀는 검은색 코트를 입었어요.,normal,,,FALSE
add,add,,v.,더하다 / 추가하다,Add some sugar to the tea.,차에 설탕을 조금 넣으세요.,normal,,,FALSE
