lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
fiber,fiber,fibre,n.,섬유 / 식이섬유,Vegetables have a lot of fiber.,채소에는 식이섬유가 많이 들어 있어요.,normal,,,FALSE
fierce,fierce,,adj.,사나운 / 격렬한,The fierce dog scared the girl.,그 사나운 개가 소녀를 겁먹게 했어요.,normal,,,FALSE
finite,finite,,adj.,유한한 / 한정된,"Our time is finite, so let's hurry.",우리 시간은 한정되어 있으니 서두릅시다.,normal,,,FALSE
flavor,flavor,flavour,n.|v.,맛 / 풍미,This soup has a rich flavor.,이 수프는 풍미가 진해요.,normal,,,FALSE
flaw,flaw,,n.,결점 / 흠,She found a flaw in the cup.,그녀는 컵에서 흠을 발견했어요.,normal,,,FALSE
flee,flee,,v.,도망치다 / 피하다,The cat fled from the dog.,고양이가 개를 피해 도망쳤어요.,normal,,,FALSE
flesh,flesh,,n.|v.,살 / 과육,The flesh of this fruit is sweet.,이 과일의 과육은 달콤해요.,normal,,,FALSE
flip,flip,,adj.|n.|v.,뒤집다 / 홱 넘기다,She flipped the pancake in the pan.,그녀는 팬에서 팬케이크를 뒤집었어요.,normal,,,FALSE
flock,flock,,n.|v.,(새·양의) 떼 / 떼 지어 모이다,A flock of birds flew over the house.,새 떼가 집 위를 날아갔어요.,normal,,,FALSE
flourish,flourish,,n.|v.,번성하다 / 잘 자라다,The flowers flourish in spring.,꽃들은 봄에 잘 자라요.,normal,,,FALSE
flush,flush,,adj.|adv.|n.|v.,얼굴이 붉어지다 / 물을 내리다,She flushed when he looked at her.,그가 쳐다보자 그녀의 얼굴이 붉어졌어요.,polysemy_split,(얼굴 붉어지다),flush,FALSE
flush,flush,,adj.|adv.|n.|v.,물을 내리다 / 씻어내다,Please flush the toilet after use.,사용 후 변기 물을 내려주세요.,polysemy_split,(물 내리다),flush,FALSE
fond,fond,,adj.,좋아하는 / 애정 어린,She is fond of her grandchildren.,그녀는 손자들을 매우 좋아해요.,normal,,,FALSE
forbid,forbid,,v.,금지하다 / 허락하지 않다,The teacher forbids running in the hall.,선생님은 복도에서 뛰는 것을 금지해요.,normal,,,FALSE
forehead,forehead,,n.,이마,She touched the boy's forehead gently.,그녀는 소년의 이마를 부드럽게 만졌어요.,normal,,,FALSE
foster,foster,,adj.|v.,위탁 양육하다 / 키우다,They foster two children at home.,그들은 집에서 두 아이를 위탁 양육해요.,normal,,,FALSE
fountain,fountain,,n.,분수 / 샘,The children played near the fountain.,아이들이 분수 근처에서 놀았어요.,normal,,,FALSE
fraction,fraction,,n.,일부 / 분수,She ate only a fraction of the cake.,그녀는 케이크의 일부만 먹었어요.,normal,,,FALSE
frost,frost,,n.|v.,서리 / 서리가 내리다,There was frost on the grass this morning.,오늘 아침 잔디 위에 서리가 내렸어요.,normal,,,FALSE
frown,frown,,n.|v.,눈살을 찌푸리다 / 찡그린 표정,He frowned when he heard the news.,그는 그 소식을 듣고 눈살을 찌푸렸어요.,normal,,,FALSE
fulfil,fulfil,,v.,이루다 / 충족시키다,She fulfilled her dream of singing.,그녀는 노래하는 꿈을 이루었어요.,normal,,,FALSE
