lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
experience,experience,,n.,경험 / 체험,She has a lot of cooking experience.,그녀는 요리 경험이 많아요.,normal,,,FALSE
able,able,,adj.,할 수 있는,She is able to swim well.,그녀는 수영을 잘 할 수 있어요.,normal,,,FALSE
support,support,,n.|v.,도움 / 돕다,He supports his family every day.,그는 매일 가족을 돕습니다.,normal,,,FALSE
present,present,,v.,발표하다 / 선물하다,She presented a gift to her mother.,그녀는 어머니께 선물을 드렸어요.,normal,,,FALSE
side,side,,n.,옆 / 쪽,She sat on the right side of me.,그녀는 내 오른쪽에 앉았어요.,normal,,,FALSE
although,although,,conj.,비록 ~이지만,"Although it rained, we went out.",비가 왔지만 우리는 나갔어요.,function_word,,,FALSE
sure,sure,,adv.,확실히 / 물론,"Sure, I can help you.","물론이죠, 제가 도와드릴게요.",function_word,,,FALSE
term,term,,n.,기간 / 학기,The school term starts next week.,학기가 다음 주에 시작해요.,normal,,,FALSE
least,least,,adv.|det.|pron.,가장 적게 / 적어도,She drinks at least one cup of water.,그녀는 적어도 물 한 잔은 마셔요.,function_word,,,FALSE
low,low,,adj.|adv.,낮은 / 낮게,The price is very low today.,오늘 가격이 매우 낮아요.,normal,,,FALSE
process,process,,n.,과정 / 절차,The cooking process is very simple.,요리 과정이 매우 간단해요.,normal,,,FALSE
public,public,,adj.|n.,공공의 / 대중,We took the public bus home.,우리는 시내버스를 타고 집에 갔어요.,normal,,,FALSE
train,train,,v.,훈련하다 / 가르치다,She trains her dog every morning.,그녀는 매일 아침 개를 훈련시켜요.,normal,,,FALSE
actually,actually,,adv.,실제로 / 사실은,I actually like spicy food.,사실 저는 매운 음식을 좋아해요.,normal,,,FALSE
rather,rather,,adv.,오히려 / 꽤,It is rather cold outside today.,오늘 바깥이 꽤 추워요.,function_word,,,FALSE
view,view,,n.,경치 / 의견,The view from the window is beautiful.,창문에서 보이는 경치가 아름다워요.,normal,,,FALSE
consider,consider,,v.,생각하다 / 고려하다,She is considering a new job.,그녀는 새 직장을 고려하고 있어요.,normal,,,FALSE
control,control,,n.|v.,통제 / 조절하다,He controls the TV with a remote.,그는 리모컨으로 TV를 조절해요.,normal,,,FALSE
already,already,,adv.,이미 / 벌써,She has already eaten breakfast.,그녀는 이미 아침을 먹었어요.,function_word,,,FALSE
almost,almost,,adv.,거의,I almost missed the bus.,저는 버스를 거의 놓칠 뻔했어요.,function_word,,,FALSE
