lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
painter,painter,,n.,화가 / 페인트공,The painter made a beautiful picture.,그 화가는 아름다운 그림을 그렸어요.,normal,,,FALSE
parking,parking,,n.,주차 / 주차 공간,There is no parking near the school.,학교 근처에는 주차 공간이 없어요.,normal,,,FALSE
penny,penny,,n.,페니 (1센트 동전),She found a penny on the floor.,그녀는 바닥에서 1센트 동전을 발견했어요.,normal,,,FALSE
pleased,pleased,,adj.,기쁜 / 만족한,She was pleased with her test score.,그녀는 시험 점수에 만족했어요.,normal,,,FALSE
railroad,railroad,,n.,철도 / 철로,The train runs on the railroad.,기차는 철도 위를 달려요.,normal,,,FALSE
recording,recording,,n.,녹음 / 녹화,She listened to a recording of the song.,그녀는 그 노래의 녹음을 들었어요.,normal,,,FALSE
runner,runner,,n.,달리는 사람 / 육상 선수,He is a fast runner.,그는 빠른 달리기 선수예요.,normal,,,FALSE
running,running,,n.,달리기 / 뛰기,She goes running every morning.,그녀는 매일 아침 달리기를 해요.,normal,,,FALSE
sadly,sadly,,adv.,슬프게 / 안타깝게도,She sadly said goodbye to her friend.,그녀는 슬프게 친구에게 작별 인사를 했어요.,normal,,,FALSE
sailing,sailing,,n.,항해 / 요트 타기,We enjoyed sailing on the lake.,우리는 호수에서 요트 타기를 즐겼어요.,normal,,,FALSE
scared,scared,,adj.,무서워하는 / 겁먹은,The girl was scared of the dog.,그 소녀는 개를 무서워했어요.,normal,,,FALSE
scary,scary,,adj.,무서운 / 겁나는,That movie was very scary.,그 영화는 매우 무서웠어요.,normal,,,FALSE
singing,singing,,n.,노래 / 노래하기,She loves singing in the shower.,그녀는 샤워할 때 노래하는 것을 좋아해요.,normal,,,FALSE
skiing,skiing,,n.,스키 타기,He went skiing in the mountains.,그는 산에 스키 타러 갔어요.,normal,,,FALSE
smartphone,smartphone,,n.,스마트폰,She uses her smartphone every day.,그녀는 매일 스마트폰을 사용해요.,normal,,,FALSE
smoking,smoking,,n.,흡연 / 담배 피우기,Smoking is not allowed here.,이곳에서는 흡연이 금지되어 있어요.,normal,,,FALSE
sneaker,sneaker,,n.,운동화,He bought new sneakers for school.,그는 학교에 신을 새 운동화를 샀어요.,normal,,,FALSE
spider,spider,,n.,거미,She is scared of spiders.,그녀는 거미를 무서워해요.,normal,,,FALSE
surprised,surprised,,adj.,놀란 / 깜짝 놀란,She was surprised by the gift.,그녀는 선물에 깜짝 놀랐어요.,normal,,,FALSE
surprising,surprising,,adj.,놀라운 / 뜻밖의,The news was very surprising.,그 소식은 매우 놀라웠어요.,normal,,,FALSE
tablet,tablet,,n.,태블릿 / 알약,She reads books on her tablet.,그녀는 태블릿으로 책을 읽어요.,normal,,,FALSE
