lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
performance,performance,,n.,공연 / 성과,She gave a great performance last night.,그녀는 어젯밤에 훌륭한 공연을 했어요.,normal,,,FALSE
mention,mention,,n.,언급,There was no mention of his name.,그의 이름에 대한 언급이 없었어요.,normal,,,FALSE
total,total,,adj.|n.,전체의 / 합계,The total price is fifty dollars.,총 가격은 50달러예요.,normal,,,FALSE
limit,limit,,n.|v.,한계 / 제한하다,She limits her coffee to one cup a day.,그녀는 커피를 하루 한 잔으로 제한해요.,normal,,,FALSE
due,due,,adj.,~때문에 / 기한이 된,The bill is due tomorrow.,청구서 납부 기한이 내일이에요.,normal,,,FALSE
wrong,wrong,,adv.,잘못되게 / 틀리게,She got the answer wrong.,그녀는 답을 틀렸어요.,normal,,,FALSE
effort,effort,,n.,노력,He put a lot of effort into his work.,그는 일에 많은 노력을 기울였어요.,normal,,,FALSE
upon,upon,,prep.,~위에 / ~하자마자,She sat upon the chair.,그녀는 의자 위에 앉았어요.,function_word,,,FALSE
lie,lie,,n.,거짓말,He told a lie to his mother.,그는 어머니에게 거짓말을 했어요.,normal,,,FALSE
current,current,,adj.,현재의 / 최신의,What is your current address?,현재 주소가 어떻게 되세요?,normal,,,FALSE
contact,contact,,n.|v.,연락 / 연락하다,Please contact me by phone.,전화로 연락해 주세요.,normal,,,FALSE
particularly,particularly,,adv.,특히 / 특별히,"She likes fruit, particularly apples.","그녀는 과일을, 특히 사과를 좋아해요.",normal,,,FALSE
court,court,,n.,법원 / 경기장,The boys played on the basketball court.,남자아이들이 농구장에서 놀았어요.,normal,,,FALSE
store,store,,v.,저장하다 / 보관하다,She stores food in the freezer.,그녀는 냉동고에 음식을 보관해요.,normal,,,FALSE
simply,simply,,adv.,단순히 / 그냥,She simply smiled and walked away.,그녀는 그냥 미소를 짓고 떠났어요.,normal,,,FALSE
feature,feature,,v.,특별히 포함하다 / 특징으로 삼다,The show features young singers.,그 프로그램은 젊은 가수들을 특별히 출연시켜요.,normal,,,FALSE
