lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
universe,universe,,n.,우주 / 세계,The universe is very big.,우주는 매우 큽니다.,normal,,,FALSE
flexible,flexible,,adj.,유연한 / 융통성 있는,She has a flexible schedule.,그녀는 유연한 일정을 가지고 있습니다.,normal,,,FALSE
shade,shade,,n.,그늘 / 색조,We sat in the shade of a tree.,우리는 나무 그늘 아래 앉았습니다.,normal,,,FALSE
swear,swear,,v.,맹세하다 / 욕하다,He swore to tell the truth.,그는 진실을 말하겠다고 맹세했습니다.,normal,,,FALSE
solar,solar,,adj.,태양의 / 태양열의,They have solar panels on the roof.,그들은 지붕에 태양열 패널이 있습니다.,normal,,,FALSE
ashamed,ashamed,,adj.,부끄러운 / 창피한,She felt ashamed of her mistake.,그녀는 자신의 실수가 부끄러웠습니다.,normal,,,FALSE
found,found,,v.,설립하다 / 세우다,He founded a small school.,그는 작은 학교를 설립했습니다.,normal,,,FALSE
exit,exit,,v.,나가다 / 퇴장하다,She exited the room quickly.,그녀는 빠르게 방을 나갔습니다.,normal,,,FALSE
beg,beg,,v.,간청하다 / 구걸하다,The boy begged his mom for a cookie.,그 소년은 엄마에게 쿠키를 달라고 간청했습니다.,normal,,,FALSE
bitter,bitter,,adj.,쓴 / 몹시 차가운,This medicine tastes very bitter.,이 약은 매우 쓴맛이 납니다.,normal,,,FALSE
bush,bush,,n.,관목 / 덤불,There is a rose bush in our garden.,우리 정원에 장미 덤불이 있습니다.,normal,,,FALSE
conscious,conscious,,adj.,의식하는 / 의식이 있는,She was conscious of people watching her.,그녀는 사람들이 자신을 보고 있다는 것을 의식했습니다.,normal,,,FALSE
cure,cure,,n.|v.,치료법 / 치료하다,The doctor found a cure for his illness.,의사가 그의 병에 대한 치료법을 찾았습니다.,normal,,,FALSE
decorate,decorate,,v.,장식하다 / 꾸미다,We decorated the room with flowers.,우리는 꽃으로 방을 장식했습니다.,normal,,,FALSE
desperate,desperate,,adj.,절박한 / 필사적인,She was desperate to find her lost cat.,그녀는 잃어버린 고양이를 찾으려고 필사적이었습니다.,normal,,,FALSE
flame,flame,,n.,불꽃 / 화염,The candle flame flickered in the wind.,촛불 불꽃이 바람에 흔들렸습니다.,normal,,,FALSE
forgive,forgive,,v.,용서하다,She forgave him for being late.,그녀는 그가 늦은 것을 용서했습니다.,normal,,,FALSE
heaven,heaven,,n.,천국 / 하늘,She believed her father went to heaven.,그녀는 아버지가 천국에 갔다고 믿었습니다.,normal,,,FALSE
interrupt,interrupt,,v.,방해하다 / 끼어들다,Please do not interrupt me.,제 말을 끊지 마세요.,normal,,,FALSE
junior,junior,,adj.,나이 어린 / 하급의,He is a junior member of the team.,그는 팀의 하급 구성원입니다.,normal,,,FALSE
melt,melt,,v.,녹다 / 녹이다,The ice melted in the sun.,얼음이 햇볕에 녹았습니다.,normal,,,FALSE
privacy,privacy,,n.,사생활 / 개인 정보,She needs her privacy at home.,그녀는 집에서 사생활이 필요합니다.,normal,,,FALSE
rub,rub,,v.,문지르다 / 비비다,She rubbed her hands to keep warm.,그녀는 손을 따뜻하게 하려고 비볐습니다.,normal,,,FALSE
shame,shame,,n.,부끄러움 / 수치심,He felt shame after telling a lie.,그는 거짓말을 한 후 수치심을 느꼈습니다.,normal,,,FALSE
anniversary,anniversary,,n.,기념일,Today is our wedding anniversary.,오늘은 우리 결혼기념일입니다.,normal,,,FALSE
artificial,artificial,,adj.,인공의 / 인조의,She uses artificial flowers for decoration.,그녀는 장식으로 인조 꽃을 사용합니다.,normal,,,FALSE
aspect,aspect,,n.,측면 / 양상,Health is an important aspect of life.,건강은 삶의 중요한 측면입니다.,normal,,,FALSE
congress,congress,,n.,의회 / 국회,Congress passed a new law.,의회가 새 법을 통과시켰습니다.,normal,,,FALSE
courage,courage,,n.,용기,She had the courage to speak first.,그녀는 먼저 말할 용기가 있었습니다.,normal,,,FALSE
criterion,criterion,,n.,기준 / 판단 기준,Price is one criterion for choosing a product.,가격은 제품을 선택하는 기준 중 하나입니다.,normal,,,FALSE
decent,decent,,adj.,괜찮은 / 적절한,She found a decent job near her home.,그녀는 집 근처에서 괜찮은 직장을 구했습니다.,normal,,,FALSE
deliberate,deliberate,,adj.,의도적인 / 신중한,"His mistake was deliberate, not an accident.",그의 실수는 사고가 아닌 의도적인 것이었습니다.,normal,,,FALSE
enthusiastic,enthusiastic,,adj.,열정적인 / 열렬한,She is enthusiastic about cooking.,그녀는 요리에 열정적입니다.,normal,,,FALSE
ethical,ethical,,adj.,윤리적인 / 도덕적인,It is not ethical to tell lies.,거짓말을 하는 것은 윤리적이지 않습니다.,normal,,,FALSE
gang,gang,,n.,무리 / 패거리,A gang of boys played in the street.,남자아이들 무리가 거리에서 놀았습니다.,normal,,,FALSE
goods,goods,,n.,상품 / 물건,The shop sells many different goods.,그 가게는 다양한 상품을 판매합니다.,normal,,,FALSE
heel,heel,,n.,발뒤꿈치 / 굽,My heel hurts after a long walk.,긴 산책 후 발뒤꿈치가 아팠습니다.,normal,,,FALSE
holy,holy,,adj.,신성한 / 거룩한,This is a holy place for many people.,이곳은 많은 사람들에게 신성한 장소입니다.,normal,,,FALSE
institute,institute,,n.,연구소 / 기관,She works at a science institute.,그녀는 과학 연구소에서 일합니다.,normal,,,FALSE
mineral,mineral,,n.,미네랄 / 광물,Milk has many minerals for strong bones.,우유에는 튼튼한 뼈를 위한 미네랄이 많습니다.,normal,,,FALSE
nightmare,nightmare,,n.,악몽 / 끔찍한 경험,The girl had a nightmare last night.,그 소녀는 어젯밤 악몽을 꿨습니다.,normal,,,FALSE
obey,obey,,v.,따르다 / 복종하다,The dog obeyed its owner.,개는 주인의 말을 따랐습니다.,normal,,,FALSE
obtain,obtain,,v.,얻다 / 획득하다,She obtained a good score on the test.,그녀는 시험에서 좋은 점수를 얻었습니다.,normal,,,FALSE
offend,offend,,v.,기분 상하게 하다 / 불쾌하게 하다,His words offended her deeply.,그의 말이 그녀의 기분을 몹시 상하게 했습니다.,normal,,,FALSE
organ,organ,,n.,(신체) 기관 / 오르간,The heart is an important organ.,심장은 중요한 신체 기관입니다.,normal,,,FALSE
psychology,psychology,,n.,심리학 / 심리,She studied psychology at university.,그녀는 대학에서 심리학을 공부했습니다.,normal,,,FALSE
rhythm,rhythm,,n.,리듬 / 박자,She clapped her hands to the rhythm.,그녀는 리듬에 맞춰 손뼉을 쳤습니다.,normal,,,FALSE
rubber,rubber,,adj.|n.,고무 / 고무의,He wore rubber gloves to wash dishes.,그는 설거지를 할 때 고무장갑을 꼈습니다.,normal,,,FALSE
satellite,satellite,,n.,위성 / 인공위성,The satellite sends signals to our TV.,인공위성이 우리 텔레비전에 신호를 보냅니다.,normal,,,FALSE
shallow,shallow,,adj.,얕은 / 깊이가 없는,The children played in the shallow water.,아이들이 얕은 물에서 놀았습니다.,normal,,,FALSE
steep,steep,,adj.,가파른 / 경사가 급한,The road up the hill is very steep.,언덕으로 올라가는 길이 매우 가파릅니다.,normal,,,FALSE
stiff,stiff,,adj.,뻣뻣한 / 딱딱한,My neck feels stiff in the morning.,아침에 목이 뻣뻣하게 느껴집니다.,normal,,,FALSE
sympathy,sympathy,,n.,동정 / 공감,She felt sympathy for the sick child.,그녀는 아픈 아이에게 동정을 느꼈습니다.,normal,,,FALSE
tunnel,tunnel,,n.,터널 / 지하도,The train went through a long tunnel.,기차가 긴 터널을 통과했습니다.,normal,,,FALSE
upward,upward,upwards,adv.,위쪽으로 / 위를 향해,The bird flew upward into the sky.,새가 하늘 위쪽으로 날아올랐습니다.,normal,,,FALSE
virtual,virtual,,adj.,가상의 / 사실상의,She took a virtual class at home.,그녀는 집에서 가상 수업을 들었습니다.,normal,,,FALSE
following,following,,prep.,~다음에 / ~에 이어,"Following dinner, we had some fruit.",저녁 식사 후에 우리는 과일을 먹었습니다.,function_word,,,FALSE
worse,worse,,n.,더 나쁜 것 / 악화,Things went from bad to worse.,상황이 나쁜 것에서 더 나쁜 것으로 바뀌었습니다.,normal,,,FALSE
worst,worst,,n.,최악의 것,That was the worst I have ever felt.,그것은 내가 느꼈던 최악의 상태였습니다.,normal,,,FALSE
latest,latest,,n.,최신 것 / 가장 최근 것,Have you heard the latest news?,최신 소식을 들으셨나요?,normal,,,FALSE
