lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
map,map,,n.,지도,She opened the map to find the road.,그녀는 길을 찾으려고 지도를 펼쳤다.,normal,,,FALSE
island,island,,n.,섬,We spent a week on a small island.,우리는 작은 섬에서 일주일을 보냈다.,normal,,,FALSE
football,football,,n.,축구 / 풋볼,The boys play football every Saturday.,남자아이들은 매주 토요일 축구를 한다.,normal,,,FALSE
flight,flight,,n.,비행 / 항공편,Our flight to Jeju was very short.,제주도로 가는 우리 항공편은 매우 짧았다.,normal,,,FALSE
left,left,,adj.|adv.|n.,왼쪽의 / 왼쪽으로,Turn left at the corner.,모퉁이에서 왼쪽으로 도세요.,normal,,,FALSE
neighbor,neighbor,neighbour,n.,이웃 / 이웃 사람,My neighbor gave me some fresh vegetables.,이웃이 신선한 채소를 좀 주었다.,normal,,,FALSE
traffic,traffic,,n.,교통 / 차량 흐름,There is a lot of traffic in the morning.,아침에는 교통량이 매우 많다.,normal,,,FALSE
rain,rain,,n.|v.,비 / 비가 오다,It rains a lot in summer here.,이곳은 여름에 비가 많이 온다.,normal,,,FALSE
busy,busy,,adj.,바쁜,She is very busy at work today.,그녀는 오늘 직장에서 매우 바쁘다.,normal,,,FALSE
lesson,lesson,,n.,수업 / 교훈,We have an English lesson every Monday.,우리는 매주 월요일 영어 수업이 있다.,normal,,,FALSE
funny,funny,,adj.,재미있는 / 웃긴,He told a very funny story at dinner.,그는 저녁 식사 때 매우 웃긴 이야기를 했다.,normal,,,FALSE
mountain,mountain,,n.,산,We climbed the mountain last weekend.,우리는 지난 주말에 산을 올랐다.,normal,,,FALSE
ticket,ticket,,n.,표 / 티켓,I bought two tickets for the concert.,나는 콘서트 표를 두 장 샀다.,normal,,,FALSE
meal,meal,,n.,식사,We had a big meal with the family.,우리는 가족과 함께 푸짐한 식사를 했다.,normal,,,FALSE
bag,bag,,n.,가방 / 봉지,She put her lunch in a small bag.,그녀는 점심을 작은 봉지에 넣었다.,normal,,,FALSE
repeat,repeat,,v.,반복하다 / 다시 말하다,Please repeat the word after me.,저를 따라 단어를 다시 말해 보세요.,normal,,,FALSE
plane,plane,,n.,비행기,The plane landed safely at the airport.,비행기가 공항에 안전하게 착륙했다.,normal,,,FALSE
bird,bird,,n.,새,A small bird sat on the window.,작은 새 한 마리가 창문에 앉았다.,normal,,,FALSE
topic,topic,,n.,주제 / 화제,The topic of today's lesson is family.,오늘 수업의 주제는 가족이다.,normal,,,FALSE
beach,beach,,n.,해변 / 바닷가,We walked along the beach at sunset.,우리는 해질 무렵 해변을 따라 걸었다.,normal,,,FALSE
flower,flower,,n.,꽃,She planted flowers in the garden.,그녀는 정원에 꽃을 심었다.,normal,,,FALSE
boat,boat,,n.,배 / 보트,We took a small boat to the island.,우리는 작은 배를 타고 섬으로 갔다.,normal,,,FALSE
kitchen,kitchen,,n.,부엌 / 주방,She is cooking dinner in the kitchen.,그녀는 부엌에서 저녁을 요리하고 있다.,normal,,,FALSE
twice,twice,,adv.,두 번 / 두 배로,I go to the market twice a week.,나는 일주일에 두 번 시장에 간다.,normal,,,FALSE
quiet,quiet,,adj.,조용한,The house is very quiet at night.,밤에는 집이 매우 조용하다.,normal,,,FALSE
nurse,nurse,,n.,간호사,The nurse checked my blood pressure.,간호사가 내 혈압을 확인했다.,normal,,,FALSE
winter,winter,,n.,겨울,It snows a lot here in winter.,이곳은 겨울에 눈이 많이 온다.,normal,,,FALSE
spring,spring,,n.,봄,Flowers bloom in spring.,봄에는 꽃이 핀다.,normal,,,FALSE
lunch,lunch,,n.,점심 / 점심 식사,We had rice and soup for lunch.,우리는 점심으로 밥과 국을 먹었다.,normal,,,FALSE
pool,pool,,n.,수영장 / 웅덩이,The children swam in the pool.,아이들이 수영장에서 수영했다.,normal,,,FALSE
afraid,afraid,,adj.,두려운 / 무서운,The girl is afraid of the dark.,그 여자아이는 어둠을 무서워한다.,normal,,,FALSE
