lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
spread,spread,,n.,확산 / 퍼짐,The spread of the cold was fast.,감기의 확산은 빨랐어요.,normal,,,FALSE
scale,scale,,n.,규모 / 크기,The scale of the fire was huge.,화재의 규모는 엄청났어요.,normal,,,FALSE
cry,cry,,n.,울음 / 외침,She let out a loud cry.,그녀는 큰 소리로 울었어요.,normal,,,FALSE
requirement,requirement,,n.,필요 조건 / 요건,She met all the requirements.,그녀는 모든 요건을 충족했어요.,normal,,,FALSE
senior,senior,,adj.,손위의 / 고위의,He is a senior doctor at the hospital.,그는 병원의 고위 의사예요.,normal,,,FALSE
emerge,emerge,,v.,나타나다 / 드러나다,The sun emerged from the clouds.,태양이 구름 사이로 나타났어요.,normal,,,FALSE
map,map,,v.,지도에 나타내다 / 계획하다,She mapped out her travel plan.,그녀는 여행 계획을 세웠어요.,normal,,,FALSE
concept,concept,,n.,개념 / 생각,She explained the concept simply.,그녀는 개념을 쉽게 설명했어요.,normal,,,FALSE
circumstance,circumstance,,n.,상황 / 환경,We cannot change our circumstances.,우리는 상황을 바꿀 수 없어요.,normal,,,FALSE
mass,mass,,adj.|n.,대규모의 / 대중,It was a mass gathering in the park.,공원에서 대규모 모임이 있었어요.,normal,,,FALSE
contribute,contribute,,v.,기여하다 / 공헌하다,She contributed money to the school.,그녀는 학교에 돈을 기부했어요.,normal,,,FALSE
failure,failure,,n.,실패 / 실패한 것,He was upset about his failure.,그는 자신의 실패에 속상해했어요.,normal,,,FALSE
schedule,schedule,,v.,일정을 잡다 / 예약하다,She scheduled a meeting for Monday.,그녀는 월요일에 회의 일정을 잡았어요.,normal,,,FALSE
adopt,adopt,,v.,입양하다 / 채택하다,They adopted a baby girl.,그들은 여자 아기를 입양했어요.,normal,,,FALSE
equal,equal,,n.,동등한 사람 / 동급,She treats everyone as her equal.,그녀는 모든 사람을 동등하게 대해요.,normal,,,FALSE
plus,plus,,adj.|conj.|n.,더하기 / 장점,Two plus two is four.,2 더하기 2는 4예요.,normal,,,FALSE
brief,brief,,adj.,짧은 / 간단한,She gave a brief answer.,그녀는 짧게 대답했어요.,normal,,,FALSE
demonstrate,demonstrate,,v.,보여주다 / 시범을 보이다,He demonstrated how to cook rice.,그는 밥 짓는 방법을 시범 보였어요.,normal,,,FALSE
contribution,contribution,,n.,기여 / 공헌,Her contribution to the team was great.,팀에 대한 그녀의 기여는 컸어요.,normal,,,FALSE
apparently,apparently,,adv.,분명히 / 보아하니,"Apparently, she forgot the meeting.",보아하니 그녀는 회의를 잊었나 봐요.,normal,,,FALSE
burn,burn,,n.,화상 / 탄 자국,She had a small burn on her hand.,그녀는 손에 작은 화상이 있었어요.,normal,,,FALSE
initial,initial,,adj.,처음의 / 초기의,My initial answer was wrong.,내 처음 대답은 틀렸어요.,normal,,,FALSE
critical,critical,,adj.,비판적인 / 중요한,Water is critical for our health.,물은 건강에 매우 중요해요.,normal,,,FALSE
desire,desire,,n.|v.,바람 / 원하다,She has a strong desire to learn.,그녀는 배우고 싶은 강한 바람이 있어요.,normal,,,FALSE
engage,engage,,v.,참여하다 / 관여하다,He engaged in the class discussion.,그는 수업 토론에 참여했어요.,normal,,,FALSE
crisis,crisis,,n.,위기 / 위급 상황,The family faced a serious crisis.,그 가족은 심각한 위기에 처했어요.,normal,,,FALSE
settle,settle,,v.,정착하다 / 해결하다,They settled in a small town.,그들은 작은 마을에 정착했어요.,normal,,,FALSE
aid,aid,,n.|v.,도움 / 돕다,She gave first aid to the boy.,그녀는 그 남자아이에게 응급처치를 했어요.,normal,,,FALSE
delay,delay,,n.|v.,지연 / 미루다,There was a delay on the train.,기차가 지연됐어요.,normal,,,FALSE
insurance,insurance,,n.,보험,She pays for health insurance every month.,그녀는 매달 건강 보험료를 내요.,normal,,,FALSE
divide,divide,,n.,분열 / 격차,There is a divide between rich and poor.,부유층과 빈곤층 사이에 격차가 있어요.,normal,,,FALSE
investigation,investigation,,n.,조사 / 수사,The police started an investigation.,경찰이 수사를 시작했어요.,normal,,,FALSE
package,package,,v.,포장하다 / 묶어서 팔다,She packaged the gift carefully.,그녀는 선물을 조심스럽게 포장했어요.,normal,,,FALSE
relatively,relatively,,adv.,비교적 / 상대적으로,The weather today is relatively warm.,오늘 날씨는 비교적 따뜻해요.,normal,,,FALSE
host,host,,v.,주최하다 / 맞이하다,She hosted a dinner party at home.,그녀는 집에서 저녁 파티를 주최했어요.,normal,,,FALSE
broad,broad,,adj.,넓은 / 광범위한,He has a broad knowledge of cooking.,그는 요리에 대한 폭넓은 지식이 있어요.,normal,,,FALSE
actual,actual,,adj.,실제의 / 진짜의,The actual price was higher than I thought.,실제 가격은 내가 생각한 것보다 높았어요.,normal,,,FALSE
battle,battle,,v.,싸우다 / 맞서다,She battled the cold all week.,그녀는 일주일 내내 감기와 싸웠어요.,normal,,,FALSE
consideration,consideration,,n.,고려 / 배려,Please give this matter some consideration.,이 문제를 잘 고려해 주세요.,normal,,,FALSE
threat,threat,,n.,위협 / 협박,The storm was a threat to the village.,폭풍은 마을에 위협이었어요.,normal,,,FALSE
enable,enable,,v.,가능하게 하다 / 할 수 있게 하다,This app enables me to learn English.,이 앱은 내가 영어를 배울 수 있게 해줘요.,normal,,,FALSE
cancer,cancer,,n.,암,She recovered from breast cancer.,그녀는 유방암에서 회복했어요.,normal,,,FALSE
vary,vary,,v.,다양하다 / 달라지다,Prices vary from store to store.,가격은 가게마다 달라요.,normal,,,FALSE
volume,volume,,n.,양 / 음량,Can you turn down the volume?,소리 좀 줄여줄 수 있어요?,normal,,,FALSE
whereas,whereas,,conj.,~인 반면에,"She likes coffee, whereas he likes tea.",그녀는 커피를 좋아하는 반면 그는 차를 좋아해요.,function_word,,,FALSE
sum,sum,,n.|v.,합계 / 금액,The sum of three and four is seven.,3과 4의 합계는 7이에요.,normal,,,FALSE
monitor,monitor,,n.|v.,모니터 / 감시하다,The doctor monitored her health closely.,의사는 그녀의 건강을 주의 깊게 살펴봤어요.,polysemy_split,(감시하다),monitor,FALSE
monitor,monitor,,n.|v.,모니터 / 화면,She bought a new computer monitor.,그녀는 새 컴퓨터 모니터를 샀어요.,polysemy_split,(화면),monitor,FALSE
finance,finance,,n.|v.,재정 / 자금을 대다,She studied finance at school.,그녀는 학교에서 재정을 공부했어요.,normal,,,FALSE
shock,shock,,n.|v.,충격 / 충격을 주다,The news came as a big shock to her.,그 소식은 그녀에게 큰 충격이었어요.,normal,,,FALSE
recall,recall,,v.,기억해내다 / 떠올리다,She could not recall his name.,그녀는 그의 이름을 기억해낼 수 없었어요.,normal,,,FALSE
freedom,freedom,,n.,자유,She enjoys freedom in her daily life.,그녀는 일상에서 자유를 즐겨요.,normal,,,FALSE
construction,construction,,n.,건설 / 공사,Construction on the new school has started.,새 학교 공사가 시작됐어요.,normal,,,FALSE
objective,objective,,adj.|n.,객관적인 / 목표,Her main objective is to stay healthy.,그녀의 주요 목표는 건강을 유지하는 거예요.,normal,,,FALSE
oppose,oppose,,v.,반대하다 / 대항하다,She opposed the new plan.,그녀는 새 계획에 반대했어요.,normal,,,FALSE
decrease,decrease,,n.,감소 / 줄어듦,There was a decrease in food prices.,식품 가격이 감소했어요.,polysemy_split,(명사: 감소),decrease,FALSE
decrease,decrease,,v.,줄어들다 / 감소하다,The temperature decreased at night.,밤에 기온이 내려갔어요.,polysemy_split,(동사: 줄어들다),decrease,FALSE
hurt,hurt,,n.,상처 / 아픔,She felt a deep hurt in her heart.,그녀는 마음속에 깊은 상처를 느꼈어요.,normal,,,FALSE
council,council,,n.,의회 / 위원회,The town council met on Friday.,마을 의회가 금요일에 모였어요.,normal,,,FALSE
generate,generate,,v.,만들어내다 / 발생시키다,The machine generates a lot of heat.,그 기계는 열을 많이 발생시켜요.,normal,,,FALSE
delivery,delivery,,n.,배달 / 배송,The food delivery arrived on time.,음식 배달이 제시간에 도착했어요.,normal,,,FALSE
