lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
purchase,purchase,,n.|v.,구매 / 구매하다,She purchased a new bag yesterday.,그녀는 어제 새 가방을 구매했어요.,normal,,,FALSE
survey,survey,,v.,조사하다 / 살펴보다,We surveyed the people in our town.,우리는 우리 마을 사람들을 조사했어요.,normal,,,FALSE
majority,majority,,n.,대다수 / 과반수,The majority of students like lunch.,대다수의 학생들은 점심을 좋아해요.,normal,,,FALSE
wind,wind,,v.,감다 / 구불구불 가다,She wound the yarn into a ball.,그녀는 실을 공 모양으로 감았어요.,normal,,,FALSE
budget,budget,,n.,예산 / 생활비,We have a small budget for food.,우리는 식비 예산이 적어요.,normal,,,FALSE
appropriate,appropriate,,adj.,적절한 / 알맞은,This dress is appropriate for the party.,이 드레스는 파티에 알맞아요.,normal,,,FALSE
beat,beat,,n.,박자 / 심장 박동,She danced to the beat of the music.,그녀는 음악의 박자에 맞춰 춤을 췄어요.,normal,,,FALSE
committee,committee,,n.,위원회,The committee meets every Monday.,위원회는 매주 월요일에 모여요.,normal,,,FALSE
handle,handle,,n.|v.,손잡이,The handle of the bag broke.,가방 손잡이가 망가졌어요.,polysemy_split,(손잡이),handle,FALSE
handle,handle,,n.|v.,다루다 / 처리하다,She handles all the cooking at home.,그녀는 집에서 요리를 모두 담당해요.,polysemy_split,(처리하다),handle,FALSE
trial,trial,,n.,재판 / 시험,The trial lasted three days.,재판은 3일 동안 계속됐어요.,normal,,,FALSE
complex,complex,,n.,복합 건물 / 단지,We live in a large apartment complex.,우리는 큰 아파트 단지에 살아요.,normal,,,FALSE
conduct,conduct,,n.,행동 / 품행,His conduct at school was very good.,학교에서 그의 행동은 매우 좋았어요.,normal,,,FALSE
conduct,conduct,,v.,진행하다 / 실시하다,The teacher conducted a simple test.,선생님은 간단한 시험을 실시했어요.,normal,,,FALSE
otherwise,otherwise,,adv.,그렇지 않으면 / 그 외에는,"Eat now, otherwise you will be hungry.","지금 드세요, 그렇지 않으면 배가 고플 거예요.",function_word,,,FALSE
