lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
instrument,instrument,,n.,악기 / 도구,She plays a musical instrument every day.,그녀는 매일 악기를 연주해요.,normal,,,FALSE
soft,soft,,adj.,부드러운 / 푹신한,The baby's skin is very soft.,아기의 피부는 매우 부드러워요.,normal,,,FALSE
lock,lock,,n.|v.,자물쇠 / 잠그다,She locked the door before bed.,그녀는 자기 전에 문을 잠갔어요.,normal,,,FALSE
celebrate,celebrate,,v.,축하하다 / 기념하다,We celebrated her birthday at home.,우리는 집에서 그녀의 생일을 축하했어요.,normal,,,FALSE
shoulder,shoulder,,n.,어깨,He carried the bag on his shoulder.,그는 어깨에 가방을 메었어요.,normal,,,FALSE
ourselves,ourselves,,pron.,우리 자신,We made dinner ourselves.,우리는 직접 저녁을 만들었어요.,function_word,,,FALSE
sheet,sheet,,n.,(침대) 시트 / 종이 한 장,She put clean sheets on the bed.,그녀는 침대에 깨끗한 시트를 깔았어요.,normal,,,FALSE
engine,engine,,n.,엔진 / 기관,The car engine stopped suddenly.,자동차 엔진이 갑자기 멈췄어요.,normal,,,FALSE
explanation,explanation,,n.,설명,The teacher gave a clear explanation.,선생님이 명확한 설명을 해주었어요.,normal,,,FALSE
musical,musical,,adj.,음악의 / 음악적인,She has a great musical talent.,그녀는 뛰어난 음악적 재능이 있어요.,normal,,,FALSE
careful,careful,,adj.,조심하는 / 신중한,Be careful on the wet floor.,젖은 바닥에서 조심하세요.,normal,,,FALSE
analyze,analyze,,v.,분석하다,The doctor analyzed the test results.,의사가 검사 결과를 분석했어요.,normal,,,FALSE
mail,mail,,n.|v.,우편 / 편지를 보내다,She mailed a letter to her friend.,그녀는 친구에게 편지를 보냈어요.,normal,,,FALSE
researcher,researcher,,n.,연구자 / 연구원,The researcher studied healthy food.,그 연구원은 건강한 음식을 연구했어요.,normal,,,FALSE
ordinary,ordinary,,adj.,평범한 / 보통의,It was just an ordinary day.,그것은 그냥 평범한 하루였어요.,normal,,,FALSE
anywhere,anywhere,,adv.|pron.,어디든지 / 아무 곳에나,You can sit anywhere you like.,원하는 곳 어디든 앉으세요.,function_word,,,FALSE
personality,personality,,n.,성격 / 개성,She has a very warm personality.,그녀는 매우 따뜻한 성격을 가지고 있어요.,normal,,,FALSE
fat,fat,,n.,지방 / 기름기,This food has too much fat.,이 음식은 지방이 너무 많아요.,normal,,,FALSE
tip,tip,,n.,조언 / 팁,She gave me a helpful cooking tip.,그녀가 유용한 요리 조언을 해주었어요.,normal,,,FALSE
disappear,disappear,,v.,사라지다,The clouds disappeared after rain.,비가 온 후 구름이 사라졌어요.,normal,,,FALSE
shout,shout,,n.|v.,소리치다 / 외치다,The boy shouted for help.,그 소년은 도움을 요청하며 소리쳤어요.,normal,,,FALSE
hill,hill,,n.,언덕,We walked up the small hill.,우리는 작은 언덕을 걸어 올라갔어요.,normal,,,FALSE
instruction,instruction,,n.,지시 / 사용 설명,Please read the instructions carefully.,설명서를 꼼꼼히 읽어 보세요.,normal,,,FALSE
ideal,ideal,,adj.,이상적인 / 완벽한,This park is ideal for a picnic.,이 공원은 소풍하기에 이상적이에요.,normal,,,FALSE
compete,compete,,v.,경쟁하다 / 겨루다,The girls competed in a race.,그 소녀들은 달리기 경주에서 겨루었어요.,normal,,,FALSE
weak,weak,,adj.,약한 / 힘이 없는,She felt weak after her illness.,그녀는 아픈 후 힘이 없었어요.,normal,,,FALSE
passenger,passenger,,n.,승객,The passengers waited at the bus stop.,승객들이 버스 정류장에서 기다렸어요.,normal,,,FALSE
thin,thin,,adj.,얇은 / 날씬한,She cut the bread into thin slices.,그녀는 빵을 얇게 잘랐어요.,normal,,,FALSE
formal,formal,,adj.,격식 있는 / 공식적인,He wore formal clothes to the meeting.,그는 회의에 격식 있는 옷을 입었어요.,normal,,,FALSE
employer,employer,,n.,고용주 / 사장,Her employer gave her a day off.,그녀의 고용주가 하루 휴가를 주었어요.,normal,,,FALSE
plate,plate,,n.,접시,He put rice on the plate.,그는 접시에 밥을 담았어요.,normal,,,FALSE
steal,steal,,v.,훔치다,Someone stole her bag on the bus.,누군가 버스에서 그녀의 가방을 훔쳤어요.,normal,,,FALSE
circle,circle,,n.|v.,원 / 동그라미,The children sat in a circle.,아이들이 동그랗게 앉았어요.,normal,,,FALSE
helpful,helpful,,adj.,도움이 되는,The guide was very helpful to us.,그 안내자는 우리에게 매우 도움이 되었어요.,normal,,,FALSE
