lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
crime,crime,,n.,범죄,He saw a crime on the street.,그는 길에서 범죄를 목격했다.,normal,,,FALSE
dry,dry,,adj.|v.,마른 / 말리다,She dried her hair with a towel.,그녀는 수건으로 머리를 말렸다.,normal,,,FALSE
heat,heat,,n.|v.,열 / 데우다,She heated the soup on the stove.,그녀는 가스레인지에서 수프를 데웠다.,normal,,,FALSE
distance,distance,,n.,거리,The school is a short distance away.,학교는 가까운 거리에 있다.,normal,,,FALSE
guide,guide,,n.|v.,안내자 / 안내하다,He guided us to the market.,그는 우리를 시장으로 안내했다.,normal,,,FALSE
feed,feed,,v.,먹이를 주다,She feeds her cat every morning.,그녀는 매일 아침 고양이에게 먹이를 준다.,normal,,,FALSE
pain,pain,,n.,고통 / 아픔,She felt pain in her back.,그녀는 등에 통증을 느꼈다.,normal,,,FALSE
expert,expert,,adj.|n.,전문가 / 전문적인,She is an expert in cooking.,그녀는 요리 전문가다.,normal,,,FALSE
wave,wave,,n.,파도 / (손을) 흔들기,The big wave hit the beach.,큰 파도가 해변을 덮쳤다.,normal,,,FALSE
excellent,excellent,,adj.,훌륭한 / 뛰어난,She got an excellent score on the test.,그녀는 시험에서 훌륭한 점수를 받았다.,normal,,,FALSE
camp,camp,,n.|v.,캠프 / 캠핑하다,We camped by the river last summer.,우리는 지난 여름 강가에서 캠핑했다.,normal,,,FALSE
audience,audience,,n.,관객 / 청중,The audience clapped after the show.,공연이 끝난 후 관객들이 박수를 쳤다.,normal,,,FALSE
lift,lift,,v.,들어 올리다,He lifted the heavy box off the floor.,그는 바닥에서 무거운 상자를 들어 올렸다.,normal,,,FALSE
advertise,advertise,advertize,v.,광고하다,They advertised the new shop on TV.,그들은 TV에서 새 가게를 광고했다.,normal,,,FALSE
photograph,photograph,photo,v.,사진을 찍다,She photographed the flowers in the garden.,그녀는 정원의 꽃들을 사진으로 찍었다.,normal,,,FALSE
crowd,crowd,,n.,군중 / 사람들,A big crowd waited at the bus stop.,버스 정류장에 많은 사람들이 기다리고 있었다.,normal,,,FALSE
corner,corner,,n.,모퉁이 / 구석,The shop is on the corner of the street.,그 가게는 길 모퉁이에 있다.,normal,,,FALSE
