lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
god,god,,n.,신 / 하느님,She prays to God every morning.,그녀는 매일 아침 하느님께 기도해요.,normal,,,FALSE
behave,behave,,v.,행동하다 / 예의 바르게 굴다,The children behaved well at school.,아이들이 학교에서 예의 바르게 행동했어요.,normal,,,FALSE
loud,loud,,adj.|adv.,시끄러운 / 크게,The music was too loud.,음악이 너무 시끄러웠어요.,normal,,,FALSE
quantity,quantity,,n.,양 / 수량,She bought a large quantity of rice.,그녀는 많은 양의 쌀을 샀어요.,normal,,,FALSE
crazy,crazy,,adj.,미친 / 열광적인,He is crazy about soccer.,그는 축구에 열광해요.,normal,,,FALSE
button,button,,n.,단추 / 버튼,She sewed a button on her coat.,그녀는 코트에 단추를 달았어요.,normal,,,FALSE
desert,desert,,n.,사막,The desert is very hot and dry.,사막은 매우 덥고 건조해요.,normal,,,FALSE
bowl,bowl,,n.,그릇 / 공기,She ate a bowl of soup.,그녀는 수프 한 그릇을 먹었어요.,normal,,,FALSE
discovery,discovery,,n.,발견,The discovery of fire changed the world.,불의 발견은 세상을 바꿨어요.,normal,,,FALSE
lend,lend,,v.,빌려주다,Can you lend me your pen?,펜을 빌려줄 수 있어요?,normal,,,FALSE
digital,digital,,adj.,디지털의,She bought a digital camera.,그녀는 디지털 카메라를 샀어요.,normal,,,FALSE
overseas,overseas,,adv.,해외로 / 해외에서,He works overseas.,그는 해외에서 일해요.,normal,,,FALSE
tower,tower,,n.,탑,We saw a tall tower in the city.,우리는 도시에서 높은 탑을 봤어요.,normal,,,FALSE
exact,exact,,adj.,정확한,"Tell me the exact time, please.",정확한 시간을 말해 주세요.,normal,,,FALSE
virus,virus,,n.,바이러스,The virus spread very quickly.,바이러스가 매우 빠르게 퍼졌어요.,normal,,,FALSE
musician,musician,,n.,음악가,She is a talented musician.,그녀는 재능 있는 음악가예요.,normal,,,FALSE
charity,charity,,n.,자선 / 자선단체,She gives money to charity.,그녀는 자선단체에 돈을 기부해요.,normal,,,FALSE
cigarette,cigarette,,n.,담배,He stopped smoking cigarettes.,그는 담배 피우는 것을 그만뒀어요.,normal,,,FALSE
stupid,stupid,,adj.,어리석은 / 멍청한,That was a stupid mistake.,그것은 어리석은 실수였어요.,normal,,,FALSE
twin,twin,,adj.|n.,쌍둥이의 / 쌍둥이,She has twin sisters.,그녀에게는 쌍둥이 언니가 있어요.,normal,,,FALSE
react,react,,v.,반응하다,How did she react to the news?,그녀는 그 소식에 어떻게 반응했어요?,normal,,,FALSE
lecture,lecture,,n.|v.,강의 / 강의하다,The teacher gave a long lecture.,선생님이 긴 강의를 했어요.,normal,,,FALSE
permission,permission,,n.,허락 / 허가,She asked for permission to leave.,그녀는 떠나도 되는지 허락을 구했어요.,normal,,,FALSE
valley,valley,,n.,계곡 / 골짜기,The village is in a green valley.,그 마을은 푸른 계곡에 있어요.,normal,,,FALSE
electric,electric,,adj.,전기의,She drives an electric car.,그녀는 전기차를 운전해요.,normal,,,FALSE
architecture,architecture,,n.,건축 / 건축 양식,I love the architecture of old churches.,나는 오래된 교회의 건축 양식을 좋아해요.,normal,,,FALSE
brush,brush,,n.|v.,솔 / 빗질하다,She brushed her hair every morning.,그녀는 매일 아침 머리를 빗었어요.,normal,,,FALSE
gallery,gallery,,n.,미술관 / 갤러리,We visited an art gallery.,우리는 미술관을 방문했어요.,normal,,,FALSE
golf,golf,,n.,골프,He plays golf on weekends.,그는 주말에 골프를 쳐요.,normal,,,FALSE
classical,classical,,adj.,고전적인 / 클래식의,She enjoys classical music.,그녀는 클래식 음악을 즐겨요.,normal,,,FALSE
disagree,disagree,,v.,동의하지 않다 / 반대하다,I disagree with your idea.,나는 당신의 생각에 동의하지 않아요.,normal,,,FALSE
chat,chat,,n.|v.,수다 / 이야기하다,We had a chat over tea.,우리는 차를 마시며 수다를 떨었어요.,normal,,,FALSE
clothing,clothing,,n.,옷 / 의류,She bought warm clothing for winter.,그녀는 겨울을 위해 따뜻한 옷을 샀어요.,normal,,,FALSE
possession,possession,,n.,소유 / 소유물,This ring is her most valued possession.,이 반지는 그녀가 가장 소중히 여기는 물건이에요.,normal,,,FALSE
wooden,wooden,,adj.,나무로 만든,There is a wooden table in the kitchen.,부엌에 나무 테이블이 있어요.,normal,,,FALSE
ski,ski,,adj.|n.|v.,스키 / 스키를 타다,We went skiing in the mountains.,우리는 산에서 스키를 탔어요.,normal,,,FALSE
moon,moon,,n.,달,The moon is bright tonight.,오늘 밤 달이 밝아요.,normal,,,FALSE
airline,airline,,n.,항공사,She booked a ticket with a cheap airline.,그녀는 저렴한 항공사 티켓을 예약했어요.,normal,,,FALSE
