lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
remark,remark,,n.|v.,말하다 / 언급,She remarked that the food was good.,그녀는 음식이 맛있다고 말했다.,normal,,,FALSE
dozen,dozen,,det.|n.,열두 개 / 다스,She bought a dozen eggs at the store.,그녀는 가게에서 달걀 한 다스를 샀다.,normal,,,FALSE
widely,widely,,adv.,널리 / 광범위하게,This song is widely known in Korea.,이 노래는 한국에서 널리 알려져 있다.,normal,,,FALSE
minimum,minimum,,adj.|n.,최소의 / 최솟값,You need a minimum of eight hours of sleep.,최소 여덟 시간의 수면이 필요하다.,normal,,,FALSE
estate,estate,,n.,부동산 / 재산,He left a large estate to his family.,그는 가족에게 큰 재산을 남겼다.,normal,,,FALSE
expose,expose,,v.,드러내다 / 노출시키다,Don't expose your skin to the hot sun.,뜨거운 햇볕에 피부를 노출시키지 마세요.,normal,,,FALSE
victory,victory,,n.,승리,Our team celebrated a big victory today.,우리 팀은 오늘 큰 승리를 축하했다.,normal,,,FALSE
resolve,resolve,,v.,해결하다 / 결심하다,She resolved to wake up early every day.,그녀는 매일 일찍 일어나기로 결심했다.,normal,,,FALSE
critic,critic,,n.,비평가 / 평론가,The critic said the movie was very good.,그 평론가는 영화가 매우 좋다고 말했다.,normal,,,FALSE
permanent,permanent,,adj.,영구적인 / 변하지 않는,She got a permanent job at the school.,그녀는 학교에서 정규직 일자리를 얻었다.,normal,,,FALSE
pursue,pursue,,v.,추구하다 / 뒤쫓다,He wants to pursue his dream of cooking.,그는 요리에 대한 꿈을 추구하고 싶어 한다.,normal,,,FALSE
urge,urge,,v.,강하게 권하다 / 촉구하다,I urged her to see a doctor soon.,나는 그녀에게 빨리 의사를 만나보라고 강하게 권했다.,normal,,,FALSE
priority,priority,,n.,우선순위 / 중요한 것,Her family is her top priority.,그녀에게 가족이 가장 중요하다.,normal,,,FALSE
stable,stable,,adj.,안정적인 / 변하지 않는,He has a stable job and a happy family.,그는 안정적인 직업과 행복한 가정을 가지고 있다.,normal,,,FALSE
vast,vast,,adj.,광대한 / 어마어마한,The farm was vast and very beautiful.,그 농장은 광대하고 매우 아름다웠다.,normal,,,FALSE
