lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
ugly,ugly,,adj.,못생긴 / 보기 싫은,The ugly dog is still cute to me.,그 못생긴 개도 나에게는 여전히 귀엽다.,normal,,,FALSE
bake,bake,,v.,굽다 / 오븐에 굽다,She bakes bread every morning.,그녀는 매일 아침 빵을 굽는다.,normal,,,FALSE
bee,bee,,n.,벌,A bee is flying near the flowers.,벌 한 마리가 꽃 근처를 날고 있다.,normal,,,FALSE
brave,brave,,adj.,용감한,The brave boy helped the old woman.,그 용감한 소년이 할머니를 도왔다.,normal,,,FALSE
clever,clever,,adj.,영리한 / 똑똑한,She is a clever girl in class.,그녀는 반에서 영리한 학생이다.,normal,,,FALSE
drum,drum,,n.,북 / 드럼,The boy plays the drum every day.,그 소년은 매일 드럼을 친다.,normal,,,FALSE
prince,prince,,n.,왕자,The prince lives in a big castle.,왕자는 큰 성에 살고 있다.,normal,,,FALSE
robot,robot,,n.,로봇,The robot can clean the floor.,그 로봇은 바닥을 청소할 수 있다.,normal,,,FALSE
shy,shy,,adj.,수줍은 / 부끄러움을 타는,She is too shy to speak in class.,그녀는 너무 수줍어서 수업 중에 말을 못한다.,normal,,,FALSE
annoy,annoy,,v.,짜증나게 하다 / 귀찮게 하다,The noise annoys me a lot.,그 소음이 나를 많이 짜증나게 한다.,normal,,,FALSE
automatic,automatic,,adj.,자동의 / 자동으로 되는,The door is automatic at the store.,그 가게 문은 자동문이다.,normal,,,FALSE
battery,battery,,n.,배터리 / 건전지,My phone battery is almost empty.,내 휴대폰 배터리가 거의 다 됐다.,normal,,,FALSE
bubble,bubble,,n.,거품 / 방울,The girl blows soap bubbles outside.,그 소녀는 밖에서 비눗방울을 불고 있다.,normal,,,FALSE
captain,captain,,n.,선장 / 대장,The captain guides the ship safely.,선장이 배를 안전하게 이끈다.,normal,,,FALSE
ceiling,ceiling,,n.,천장,There is a lamp on the ceiling.,천장에 조명이 달려 있다.,normal,,,FALSE
