lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
until,until,,conj.|prep.,~까지,She waited until her mom came home.,그녀는 엄마가 집에 올 때까지 기다렸어요.,function_word,,,FALSE
reason,reason,,n.,이유 / 이유,What is the reason you are late?,늦은 이유가 뭔가요?,normal,,,FALSE
form,form,,n.|v.,양식 / 만들다,Please fill out this form.,이 양식을 작성해 주세요.,polysemy_split,"(양식, 서류)",,FALSE
form,form,,n.|v.,만들다 / 형성하다,The children formed a circle.,아이들이 원을 만들었어요.,polysemy_split,(만들다),form,FALSE
spend,spend,,v.,(돈을) 쓰다 / (시간을) 보내다,She spends a lot of money on food.,그녀는 음식에 돈을 많이 써요.,normal,,,FALSE
head,head,,n.,머리,He has a pain in his head.,그는 머리가 아파요.,normal,,,FALSE
car,car,,n.,자동차,My dad drives a red car.,우리 아빠는 빨간 자동차를 운전해요.,normal,,,FALSE
learn,learn,,v.,배우다,She is learning English every day.,그녀는 매일 영어를 배우고 있어요.,normal,,,FALSE
person,person,,n.,사람,She is a kind person.,그녀는 친절한 사람이에요.,normal,,,FALSE
once,once,,adv.,한 번 / 한때,I go to the gym once a week.,저는 일주일에 한 번 헬스장에 가요.,normal,,,FALSE
member,member,,n.,회원 / 구성원,She is a member of our club.,그녀는 우리 클럽 회원이에요.,normal,,,FALSE
enough,enough,,adv.|det.|pron.,충분히 / 충분한,I have enough money to buy food.,저는 음식을 살 충분한 돈이 있어요.,function_word,,,FALSE
bad,bad,,adj.,나쁜 / 안 좋은,Today was a bad day for me.,오늘은 저에게 안 좋은 날이었어요.,normal,,,FALSE
city,city,,n.,도시,She lives in a big city.,그녀는 큰 도시에 살아요.,normal,,,FALSE
night,night,,n.,밤,We had dinner together last night.,우리는 어젯밤에 함께 저녁을 먹었어요.,normal,,,FALSE
line,line,,n.,줄 / 선,Please stand in line here.,여기 줄을 서 주세요.,normal,,,FALSE
present,present,,adj.,참석한 / 현재의,All the students are present today.,오늘 학생들이 모두 참석했어요.,polysemy_split,"(참석한, 현재의)",,FALSE
present,present,,n.,선물,She gave me a nice present.,그녀가 저에게 멋진 선물을 줬어요.,polysemy_split,(선물),present,FALSE
quite,quite,,adv.,꽤 / 상당히,This bag is quite heavy.,이 가방은 꽤 무거워요.,normal,,,FALSE
sure,sure,,adj.,확신하는 / 확실한,I am sure she will come.,저는 그녀가 올 거라고 확신해요.,normal,,,FALSE
age,age,,n.,나이 / 시대,What is your age?,나이가 어떻게 되세요?,normal,,,FALSE
speak,speak,,v.,말하다,She speaks English very well.,그녀는 영어를 아주 잘 말해요.,normal,,,FALSE
often,often,,adv.,자주 / 종종,We often eat together at home.,우리는 집에서 자주 함께 식사해요.,normal,,,FALSE
train,train,,n.,기차,We took the train to the city.,우리는 도시까지 기차를 탔어요.,normal,,,FALSE
possible,possible,,adj.,가능한,Is it possible to meet tomorrow?,내일 만나는 것이 가능한가요?,normal,,,FALSE
together,together,,adv.,함께,The family eats together every evening.,가족이 매일 저녁 함께 식사해요.,function_word,,,FALSE
price,price,,n.,가격,The price of this dress is high.,이 드레스의 가격이 높아요.,normal,,,FALSE
parent,parent,,n.,부모,Her parents live in Seoul.,그녀의 부모님은 서울에 살아요.,normal,,,FALSE
