lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
swell,swell,,adj.|n.|v.,부풀다 / 붓다,My feet swell in hot weather.,더운 날씨에 발이 부어요.,polysemy_split,(붓다),swell,FALSE
swell,swell,,adj.|n.|v.,훌륭한,She is a swell teacher.,그녀는 훌륭한 선생님이에요.,polysemy_split,(훌륭한),swell,FALSE
swift,swift,,adj.,빠른,The swift bird flew away.,빠른 새가 날아갔어요.,normal,,,FALSE
symphony,symphony,,n.,교향곡,She plays in a symphony.,그녀는 교향악단에서 연주해요.,normal,,,FALSE
tag,tag,,n.|v.,꼬리표 / 태그하다,She put a tag on the bag.,그녀는 가방에 꼬리표를 붙였어요.,normal,,,FALSE
tease,tease,,n.|v.,놀리다,He teases his little sister.,그는 여동생을 놀려요.,normal,,,FALSE
telegraph,telegraph,,n.|v.,전보 / 전보를 치다,He sent a telegraph to his father.,그는 아버지에게 전보를 보냈어요.,normal,,,FALSE
temple,temple,,n.,사원 / 관자놀이,We visited an old temple.,우리는 오래된 사원을 방문했어요.,normal,,,FALSE
tempt,tempt,,v.,유혹하다,The cake tempts me every day.,케이크가 매일 저를 유혹해요.,normal,,,FALSE
tenant,tenant,,n.,세입자,The tenant pays rent each month.,세입자는 매달 집세를 내요.,normal,,,FALSE
terminal,terminal,,adj.|n.,터미널 / 말기의,We met at the airport terminal.,우리는 공항 터미널에서 만났어요.,normal,,,FALSE
terminate,terminate,,v.,끝내다 / 종료하다,The contract will terminate next month.,계약이 다음 달에 끝나요.,normal,,,FALSE
terrace,terrace,,n.|v.,테라스,We eat on the terrace.,우리는 테라스에서 식사해요.,normal,,,FALSE
terrific,terrific,,adj.,훌륭한 / 멋진,She did a terrific job.,그녀는 정말 잘했어요.,normal,,,FALSE
terror,terror,,n.,공포,He felt terror in the dark.,그는 어둠 속에서 공포를 느꼈어요.,normal,,,FALSE
thorough,thorough,,adj.,철저한,She is a thorough worker.,그녀는 철저하게 일해요.,normal,,,FALSE
thread,thread,,n.|v.,실 / 실을 꿰다,She threads a needle carefully.,그녀는 조심히 바늘에 실을 꿰어요.,normal,,,FALSE
thrill,thrill,,n.|v.,짜릿함 / 흥분시키다,The movie gave me a thrill.,그 영화가 저를 짜릿하게 했어요.,normal,,,FALSE
thumb,thumb,,n.|v.,엄지손가락,He hurt his thumb.,그는 엄지손가락을 다쳤어요.,normal,,,FALSE
tick,tick,,n.|v.,체크 표시 / 진드기,Please put a tick in the box.,칸에 체크 표시를 해주세요.,normal,,,FALSE
tidy,tidy,,adj.|v.,깔끔한 / 정리하다,She tidied her room after school.,그녀는 학교 후에 방을 정리했어요.,normal,,,FALSE
timber,timber,,n.,목재,He built the house with timber.,그는 목재로 집을 지었어요.,normal,,,FALSE
torture,torture,,n.|v.,고문 / 고통,The long wait was torture.,긴 기다림은 고통이었어요.,normal,,,FALSE
