lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
characteristic,characteristic,,adj.|n.,특징적인 / 특징,She has a characteristic smile.,그녀는 특징적인 미소를 가지고 있어요.,normal,,,FALSE
license,license,licence,n.,면허증 / 허가증,She got her driver's license today.,그녀는 오늘 운전 면허증을 받았어요.,normal,,,FALSE
rely,rely,,v.,의지하다 / 믿다,She relies on her son for help.,그녀는 아들의 도움에 의지해요.,normal,,,FALSE
narrow,narrow,,v.,좁아지다 / 줄이다,The road narrows near the school.,학교 근처에서 도로가 좁아져요.,normal,,,FALSE
permit,permit,,n.,허가증,He needs a permit to park here.,그는 여기 주차하려면 허가증이 필요해요.,polysemy_split,(허가증),permit,FALSE
permit,permit,,v.,허락하다 / 허용하다,The teacher did not permit phones in class.,선생님은 수업 중 휴대폰을 허용하지 않았어요.,polysemy_split,(허락하다),permit,FALSE
commission,commission,,n.|v.,수수료 / 의뢰하다,She got a commission for selling the house.,그녀는 집을 팔고 수수료를 받았어요.,polysemy_split,(수수료),commission,FALSE
commission,commission,,n.|v.,의뢰하다 / 주문하다,He commissioned a painting for his mother.,그는 어머니를 위해 그림을 의뢰했어요.,polysemy_split,(의뢰하다),commission,FALSE
unique,unique,,adj.,독특한 / 유일한,Each child has a unique talent.,각 아이는 독특한 재능을 가지고 있어요.,normal,,,FALSE
association,association,,n.,협회 / 연관,She joined a local women's association.,그녀는 지역 여성 협회에 가입했어요.,normal,,,FALSE
fuel,fuel,,v.,부추기다 / 자극하다,The news fueled her anger.,그 소식은 그녀의 화를 부추겼어요.,normal,,,FALSE
expectation,expectation,,n.,기대 / 예상,She met all her teacher's expectations.,그녀는 선생님의 모든 기대를 충족했어요.,normal,,,FALSE
increasingly,increasingly,,adv.,점점 더,The weather is increasingly cold.,날씨가 점점 더 추워지고 있어요.,normal,,,FALSE
cast,cast,,n.|v.,출연진,The cast of the movie was great.,그 영화의 출연진은 훌륭했어요.,polysemy_split,(출연진),cast,FALSE
cast,cast,,n.|v.,던지다 / 드리우다,He cast a shadow on the wall.,그는 벽에 그림자를 드리웠어요.,polysemy_split,(던지다),cast,FALSE
