lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
needle,needle,,n.,바늘,She used a needle to sew the button.,그녀는 단추를 꿰매기 위해 바늘을 사용했다.,normal,,,FALSE
peaceful,peaceful,,adj.,평화로운 / 조용한,The garden is very peaceful in the morning.,그 정원은 아침에 매우 평화롭다.,normal,,,FALSE
priest,priest,,n.,신부 / 성직자,The priest spoke kindly to the children.,신부님이 아이들에게 친절하게 말씀하셨다.,normal,,,FALSE
receipt,receipt,,n.,영수증,She kept the receipt from the store.,그녀는 가게에서 받은 영수증을 보관했다.,normal,,,FALSE
sculpture,sculpture,,n.,조각품 / 조각,There is a beautiful sculpture in the park.,공원에 아름다운 조각품이 있다.,normal,,,FALSE
sensible,sensible,,adj.,분별 있는 / 현명한,She made a sensible choice for dinner.,그녀는 저녁 식사로 현명한 선택을 했다.,normal,,,FALSE
statue,statue,,n.,동상 / 조각상,We saw a big statue in the city center.,우리는 도심에서 큰 동상을 보았다.,normal,,,FALSE
better,better,,n.,더 나은 것 / 더 나은 상태,She hoped for better days ahead.,그녀는 앞으로 더 좋은 날들을 바랐다.,normal,,,FALSE
following,following,,n.,지지자들 / 팬들,The singer has a large following.,그 가수는 팬이 많다.,normal,,,FALSE
worse,worse,,adv.,더 나쁘게,He felt worse after eating the food.,그는 그 음식을 먹은 후 더 나빠졌다.,normal,,,FALSE
worst,worst,,adv.,가장 나쁘게,She performed worst in the cold weather.,그녀는 추운 날씨에 가장 나쁜 결과를 냈다.,normal,,,FALSE
reservation,reservation,,n.,예약 / 의구심,She made a reservation at the restaurant.,그녀는 식당에 예약을 했다.,normal,,,FALSE
advanced,advanced,,adj.,고급의 / 수준 높은,She is in an advanced English class.,그녀는 고급 영어 수업을 듣고 있다.,normal,,,FALSE
alcoholic,alcoholic,,adj.,알코올이 든 / 술이 들어간,He does not drink alcoholic beverages.,그는 알코올이 든 음료를 마시지 않는다.,normal,,,FALSE
amazed,amazed,,adj.,깜짝 놀란,She was amazed by the beautiful flowers.,그녀는 아름다운 꽃들을 보고 깜짝 놀랐다.,normal,,,FALSE
annoyed,annoyed,,adj.,짜증난 / 화가 난,He was annoyed by the loud noise.,그는 시끄러운 소음에 짜증이 났다.,normal,,,FALSE
annoying,annoying,,adj.,짜증스러운 / 귀찮은,The noise from outside is very annoying.,밖에서 나는 소음이 매우 짜증스럽다.,normal,,,FALSE
authority,authority,,n.,권위 / 당국,The teacher has authority in the classroom.,선생님은 교실에서 권위가 있다.,normal,,,FALSE
