lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
install,install,,v.,설치하다,He installed a new app on his phone.,그는 휴대폰에 새 앱을 설치했다.,normal,,,FALSE
calculate,calculate,,v.,계산하다,She calculated the price of the food.,그녀는 음식 가격을 계산했다.,normal,,,FALSE
upper,upper,,adj.,위쪽의 / 상부의,She sleeps in the upper bed.,그녀는 위쪽 침대에서 잔다.,normal,,,FALSE
creation,creation,,n.,창조 / 만들어낸 것,The cake was her own creation.,그 케이크는 그녀만의 창작품이었다.,normal,,,FALSE
outline,outline,,n.|v.,(명사) 윤곽 / 개요,She drew the outline of a house.,그녀는 집의 윤곽을 그렸다.,polysemy_split,(윤곽/개요),,FALSE
outline,outline,,n.|v.,(동사) 요약하다 / 개요를 설명하다,He outlined his plan to the family.,그는 가족에게 자신의 계획을 요약해서 설명했다.,polysemy_split,(요약하다),outline,FALSE
preserve,preserve,,v.,보존하다 / 지키다,We must preserve this old building.,우리는 이 오래된 건물을 보존해야 한다.,normal,,,FALSE
split,split,,n.|v.,(동사) 나누다 / 쪼개다,They split the cake into four pieces.,그들은 케이크를 네 조각으로 나눴다.,polysemy_split,(나누다),,FALSE
split,split,,n.|v.,(명사) 분리 / 갈라짐,There was a split in the wood.,나무에 갈라진 틈이 생겼다.,polysemy_split,(갈라짐),split,FALSE
consistent,consistent,,adj.,한결같은 / 일관된,She is consistent in her work every day.,그녀는 매일 일에서 한결같다.,normal,,,FALSE
aside,aside,,adv.,옆으로 / 따로,He stepped aside to let her pass.,그는 그녀가 지나가도록 옆으로 비켜섰다.,normal,,,FALSE
comfort,comfort,,n.|v.,(명사) 편안함 / 위로,She finds comfort in a warm cup of tea.,그녀는 따뜻한 차 한 잔에서 위로를 얻는다.,polysemy_split,(편안함/위로),,FALSE
comfort,comfort,,n.|v.,(동사) 위로하다,She comforted her crying child.,그녀는 우는 아이를 위로했다.,polysemy_split,(위로하다),comfort,FALSE
severe,severe,,adj.,심각한 / 극심한,He had a severe pain in his back.,그는 등에 극심한 통증이 있었다.,normal,,,FALSE
prospect,prospect,,n.,전망 / 가능성,She has good prospects for her future.,그녀는 미래에 좋은 전망이 있다.,normal,,,FALSE
plot,plot,,v.,꾸미다 / 계획하다,The boys plotted a surprise for their mom.,남자아이들은 엄마를 위한 깜짝 이벤트를 꾸몄다.,normal,,,FALSE
criticism,criticism,,n.,비판 / 비난,She accepted his criticism with a smile.,그녀는 그의 비판을 미소로 받아들였다.,normal,,,FALSE
bet,bet,,n.|v.,(동사) 내기하다 / 확신하다,I bet she will come to the party.,나는 그녀가 파티에 올 거라고 확신한다.,polysemy_split,(내기하다/확신하다),,FALSE
bet,bet,,n.|v.,(명사) 내기,We made a bet on the game.,우리는 그 경기에 내기를 했다.,polysemy_split,(내기),bet,FALSE
retain,retain,,v.,유지하다 / 보유하다,She retained her calm during the storm.,그녀는 폭풍 속에서도 침착함을 유지했다.,normal,,,FALSE
sequence,sequence,,n.,순서 / 연속,She followed the sequence of steps carefully.,그녀는 단계 순서를 주의 깊게 따랐다.,normal,,,FALSE
plain,plain,,adj.,수수한 / plain한,She wore a plain white shirt today.,그녀는 오늘 수수한 흰 셔츠를 입었다.,normal,,,FALSE
rural,rural,,adj.,시골의 / 농촌의,She grew up in a rural village.,그녀는 시골 마을에서 자랐다.,normal,,,FALSE
abandon,abandon,,v.,버리다 / 포기하다,He abandoned his old bicycle by the road.,그는 낡은 자전거를 길가에 버렸다.,normal,,,FALSE
examination,examination,,n.,시험 / 검사,She passed her English examination easily.,그녀는 영어 시험을 쉽게 통과했다.,normal,,,FALSE
silence,silence,,n.,침묵 / 고요함,There was silence in the house at night.,밤에 집 안은 고요했다.,normal,,,FALSE
rapidly,rapidly,,adv.,빠르게 / 급격히,The girl rapidly finished her homework.,그 소녀는 숙제를 빠르게 끝냈다.,normal,,,FALSE
efficient,efficient,,adj.,효율적인,She found a more efficient way to cook.,그녀는 요리하는 더 효율적인 방법을 찾았다.,normal,,,FALSE
revolution,revolution,,n.,혁명 / 큰 변화,The new machine caused a revolution in farming.,새 기계는 농업에 큰 변화를 일으켰다.,normal,,,FALSE
lean,lean,,v.,기대다 / 기울다,She leaned against the wall to rest.,그녀는 쉬려고 벽에 기댔다.,normal,,,FALSE
dramatic,dramatic,,adj.,극적인 / 인상적인,There was a dramatic change in the weather.,날씨에 극적인 변화가 있었다.,normal,,,FALSE
