lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
overnight,overnight,,adj.|adv.|v.,하룻밤 사이에 / 밤새,She became famous overnight.,그녀는 하룻밤 사이에 유명해졌어요.,normal,,,FALSE
overwhelm,overwhelm,,v.,압도하다 / 벅차게 하다,The kind words overwhelmed her.,다정한 말들이 그녀를 벅차게 했어요.,normal,,,FALSE
pad,pad,,n.|v.,메모지 / 덧대다,She wrote on a small pad.,그녀는 작은 메모지에 글을 썼어요.,polysemy_split,(메모지),pad,FALSE
pad,pad,,n.|v.,덧대다 / 채워 넣다,He padded the bag with cloth.,그는 천으로 가방을 덧댔어요.,polysemy_split,(덧대다),pad,FALSE
palm,palm,,n.,손바닥 / 야자나무,She held the coin in her palm.,그녀는 손바닥에 동전을 쥐고 있었어요.,normal,,,FALSE
parliament,parliament,,n.,의회 / 국회,The new law passed in parliament.,새 법이 의회에서 통과되었어요.,normal,,,FALSE
particle,particle,,n.,입자 / 아주 작은 조각,Dust particles floated in the air.,먼지 입자들이 공기 중에 떠다녔어요.,normal,,,FALSE
pat,pat,,adj.|adv.|n.|v.,가볍게 두드리다 / 토닥이다,She patted the dog gently.,그녀는 개를 부드럽게 토닥였어요.,normal,,,TRUE
patch,patch,,n.|v.,헝겊 조각 / 때우다,He put a patch on his old jeans.,그는 낡은 청바지에 헝겊 조각을 붙였어요.,normal,,,FALSE
patent,patent,,adj.|n.|v.,특허 / 특허를 받다,She got a patent for her idea.,그녀는 자신의 아이디어로 특허를 받았어요.,normal,,,FALSE
pave,pave,,v.,포장하다 / 길을 닦다,Workers paved the road last week.,인부들이 지난주에 도로를 포장했어요.,normal,,,FALSE
peasant,peasant,,n.,농민 / 소작농,The peasant worked in the field all day.,농민은 하루 종일 밭에서 일했어요.,normal,,,FALSE
peel,peel,,n.|v.,껍질을 벗기다 / 껍질,She peeled the apple for her mom.,그녀는 엄마를 위해 사과 껍질을 벗겼어요.,normal,,,FALSE
persist,persist,,v.,계속하다 / 고집하다,He persisted and finished the work.,그는 포기하지 않고 일을 끝냈어요.,normal,,,FALSE
petrol,petrol,,n.,휘발유 / 가솔린,We need to buy petrol for the car.,차에 넣을 휘발유를 사야 해요.,normal,,,FALSE
pill,pill,,n.,알약,She took a pill with water.,그녀는 물과 함께 알약을 먹었어요.,normal,,,FALSE
pinch,pinch,,n.|v.,꼬집다 / 한 꼬집,Add a pinch of salt to the soup.,국에 소금 한 꼬집을 넣으세요.,normal,,,FALSE
pioneer,pioneer,,n.|v.,개척자 / 개척하다,She was a pioneer in women's education.,그녀는 여성 교육의 개척자였어요.,normal,,,FALSE
polar,polar,,adj.,극지방의 / 북극(남극)의,Polar bears live in cold areas.,북극곰은 추운 지역에 살아요.,normal,,,FALSE
polish,polish,,n.|v.,광택제 / 닦다,She polished her shoes before work.,그녀는 출근 전에 구두를 닦았어요.,normal,,,FALSE
pond,pond,,n.,연못,There are fish in the pond.,연못에 물고기가 있어요.,normal,,,FALSE
populate,populate,,v.,거주하다 / 사람이 살다,Many people populate this city.,많은 사람들이 이 도시에 살아요.,normal,,,FALSE
posit,posit,,v.,주장하다 / 가정하다,The teacher posited a simple idea.,선생님은 간단한 생각을 제시했어요.,normal,,,FALSE
preach,preach,,v.,설교하다 / 전도하다,The pastor preached every Sunday.,목사님은 매주 일요일에 설교했어요.,normal,,,FALSE
precede,precede,,v.,앞서다 / 먼저 오다,Spring precedes summer.,봄은 여름보다 먼저 와요.,normal,,,FALSE
predator,predator,,n.,포식자 / 천적,The lion is a predator.,사자는 포식자예요.,normal,,,FALSE
prejudice,prejudice,,n.|v.,편견 / 편견을 갖게 하다,We should not judge people with prejudice.,우리는 편견으로 사람을 판단하면 안 돼요.,normal,,,FALSE
premium,premium,,adj.|n.,고급의 / 할증료,She bought a premium coffee.,그녀는 고급 커피를 샀어요.,normal,,,FALSE
