lemma,display_word,variant,oxford_pos
qualify,qualify,,v.
competitive,competitive,,adj.
appointment,appointment,,n.
effectively,effectively,,adv.
bother,bother,,v.
sharp,sharp,,adj.
freeze,freeze,,v.
repair,repair,,n.
perfectly,perfectly,,adv.
proud,proud,,adj.
emergency,emergency,,n.
educational,educational,,adj.
valuable,valuable,,adj.
personally,personally,,adv.
approximately,approximately,,adv.
highlight,highlight,,n.|v.
breathe,breathe,,v.
confuse,confuse,,v.
southern,southern,,adj.
beauty,beauty,,n.
update,update,,n.|v.
sudden,sudden,,adj.
originally,originally,,adv.
plot,plot,,n.
volunteer,volunteer,,n.|v.
calm,calm,,adj.|n.|v.
grateful,grateful,,adj.
unemployment,unemployment,,n.
gentleman,gentleman,,n.
educate,educate,,v.
hunt,hunt,,v.
achievement,achievement,,n.
typically,typically,,adv.
wing,wing,,n.
soil,soil,,n.
layer,layer,,n.
upset,upset,,adj.|v.
entertainment,entertainment,,n.
honest,honest,,adj.
unlikely,unlikely,,adj.
solid,solid,,adj.|n.
port,port,,n.
arrival,arrival,,n.
mood,mood,,n.
episode,episode,,n.
symptom,symptom,,n.
cable,cable,,n.
prisoner,prisoner,,n.
tight,tight,,adj.
secondary,secondary,,adj.
string,string,,n.
persuade,persuade,,v.
assist,assist,,v.
sink,sink,,v.
supporter,supporter,,n.
sail,sail,,n.
heavily,heavily,,adv.
whenever,whenever,,conj.
guilty,guilty,,adj.
pour,pour,,v.
