lemma,display_word,variant,oxford_pos
venture,venture,,n.|v.
compound,compound,,adj.|n.|v.
preference,preference,,n.
comprehensive,comprehensive,,adj.
incentive,incentive,,n.
margin,margin,,n.
beneath,beneath,,adv.|prep.
capability,capability,,n.
correspond,correspond,,v.
stroke,stroke,,n.|v.
dare,dare,,modal v.|v.
divorce,divorce,,n.|v.
ruin,ruin,,n.|v.
counsel,counsel,,n.|v.
tendency,tendency,,n.
frequent,frequent,,adj.|v.
survival,survival,,n.
counter,counter,,adj.|adv.|n.|v.
greatly,greatly,,adv.
visible,visible,,adj.
evolution,evolution,,n.
awareness,awareness,,n.
random,random,,adj.
depress,depress,,v.
burst,burst,,n.|v.
privilege,privilege,,n.|v.
buyer,buyer,,n.
mutual,mutual,,adj.
rail,rail,,n.
motivate,motivate,,v.
mortgage,mortgage,,n.|v.
promotion,promotion,,n.
fulfill,fulfill,,v.
dedicate,dedicate,,v.
roughly,roughly,,adv.
province,province,,n.
evaluation,evaluation,,n.
compromise,compromise,,n.|v.
accomplish,accomplish,,v.
glance,glance,,n.|v.
opera,opera,,n.
embarrass,embarrass,,v.
genetic,genetic,,adj.
format,format,,n.|v.
literary,literary,,adj.
embrace,embrace,,n.|v.
pump,pump,,n.|v.
publisher,publisher,,n.
compensation,compensation,,n.
versus,versus,,prep.
deficit,deficit,,n.
literally,literally,,adv.
equation,equation,,n.
gesture,gesture,,n.|v.
assign,assign,,v.
inflation,inflation,,n.
twist,twist,,n.|v.
personnel,personnel,,n.
tackle,tackle,,n.|v.
exceed,exceed,,v.
