lemma,display_word,variant,oxford_pos
spread,spread,,n.
scale,scale,,n.
cry,cry,,n.
requirement,requirement,,n.
senior,senior,,adj.
emerge,emerge,,v.
map,map,,v.
concept,concept,,n.
circumstance,circumstance,,n.
mass,mass,,adj.|n.
contribute,contribute,,v.
failure,failure,,n.
schedule,schedule,,v.
adopt,adopt,,v.
equal,equal,,n.
plus,plus,,adj.|conj.|n.
brief,brief,,adj.
demonstrate,demonstrate,,v.
contribution,contribution,,n.
apparently,apparently,,adv.
burn,burn,,n.
initial,initial,,adj.
critical,critical,,adj.
desire,desire,,n.|v.
engage,engage,,v.
crisis,crisis,,n.
settle,settle,,v.
aid,aid,,n.|v.
delay,delay,,n.|v.
insurance,insurance,,n.
divide,divide,,n.
investigation,investigation,,n.
package,package,,v.
relatively,relatively,,adv.
host,host,,v.
broad,broad,,adj.
actual,actual,,adj.
battle,battle,,v.
consideration,consideration,,n.
threat,threat,,n.
enable,enable,,v.
cancer,cancer,,n.
vary,vary,,v.
volume,volume,,n.
whereas,whereas,,conj.
sum,sum,,n.|v.
monitor,monitor,,n.|v.
finance,finance,,n.|v.
shock,shock,,n.|v.
recall,recall,,v.
freedom,freedom,,n.
construction,construction,,n.
objective,objective,,adj.|n.
oppose,oppose,,v.
decrease,decrease,,n.
decrease,decrease,,v.
hurt,hurt,,n.
council,council,,n.
generate,generate,,v.
delivery,delivery,,n.
