lemma,display_word,variant,oxford_pos
resolution,resolution,,n.
liberal,liberal,,adj.|n.
motion,motion,,n.|v.
complicate,complicate,,v.
disappoint,disappoint,,v.
assumption,assumption,,n.
forth,forth,,adv.
negotiation,negotiation,,n.
mechanism,mechanism,,n.
democracy,democracy,,n.
implication,implication,,n.
interaction,interaction,,n.
presidential,presidential,,adj.
distinguish,distinguish,,v.
substantial,substantial,,adj.
nearby,nearby,,adj.|adv.
manufacturer,manufacturer,,n.
cope,cope,,v.
accommodation,accommodation,,n.
exception,exception,,n.
corporation,corporation,,n.
output,output,,n.|v.
occupy,occupy,,v.
sufficient,sufficient,,adj.
swing,swing,,n.|v.
secondly,secondly,,adv.
gene,gene,,n.
criteria,criteria,,n.
primarily,primarily,,adv.
integrate,integrate,,v.
convention,convention,,n.
delight,delight,,n.|v.
premise,premise,,n.|v.
differ,differ,,v.
protein,protein,,n.
intellectual,intellectual,,adj.|n.
derive,derive,,v.
interpretation,interpretation,,n.
negotiate,negotiate,,v.
supplier,supplier,,n.
peer,peer,,n.|v.
pension,pension,,n.|v.
acquisition,acquisition,,n.
recognition,recognition,,n.
assistance,assistance,,n.
retirement,retirement,,n.
respectively,respectively,,adv.
variation,variation,,n.
representation,representation,,n.
dispute,dispute,,n.|v.
undertake,undertake,,v.
retail,retail,,adv.|n.|v.
gay,gay,,adj.|n.
framework,framework,,n.
restrict,restrict,,v.
trace,trace,,n.|v.
equivalent,equivalent,,adj.|n.
enterprise,enterprise,,n.
ease,ease,,n.|v.
assure,assure,,v.
