lemma,display_word,variant,oxford_pos
afterward,afterward,,adv.
armed,armed,,adj.
arms,arms,,n.
artistic,artistic,,adj.
associated,associated,,adj.
attorney,attorney,,n.
bacteria,bacteria,,n.
being,being,,n.
bent,bent,,adj.
bullet,bullet,,n.
commonly,commonly,,adv.
complicated,complicated,,adj.
concerned,concerned,,adj.
confusing,confusing,,adj.
convinced,convinced,,adj.
curved,curved,,adj.
decoration,decoration,,n.
deliberately,deliberately,,adv.
depressed,depressed,,adj.
depressing,depressing,,adj.
detailed,detailed,,adj.
dishonest,dishonest,,adj.
distribution,distribution,,n.
downward,downward,,adj.|adv.
enthusiasm,enthusiasm,,n.
exploration,exploration,,n.
feather,feather,,n.
feedback,feedback,,n.
finding,finding,,n.
folding,folding,,adj.
funding,funding,,n.
genre,genre,,n.
harmful,harmful,,adj.
hearing,hearing,,n.
hollow,hollow,,adj.
housing,housing,,n.
humorous,humorous,,adj.
hunting,hunting,,n.
impatient,impatient,,adj.
impressed,impressed,,adj.
intended,intended,,adj.
limited,limited,,adj.
lively,lively,,adj.
logical,logical,,adj.
long-term,long-term,,adj.|adv.
lord,lord,,n.
lower,lower,,v.
lung,lung,,n.
matching,matching,,adj.
means,means,,n.
mixed,mixed,,adj.
multiply,multiply,,v.
mysterious,mysterious,,adj.
offensive,offensive,,adj.
opening,opening,,n.
opposed,opposed,,adj.
outer,outer,,adj.
pointed,pointed,,adj.
popularity,popularity,,n.
psychologist,psychologist,,n.
