lemma,display_word,variant,oxford_pos
copyright,copyright,,n.|v.
cord,cord,,n.
corridor,corridor,,n.
corrupt,corrupt,,adj.|v.
counterpart,counterpart,,n.
coupon,coupon,,n.
craze,craze,,n.
credible,credible,,adj.
creep,creep,,n.|v.
cruise,cruise,,n.|v.
crush,crush,,n.|v.
crystal,crystal,,adj.|n.
cultivate,cultivate,,v.
curiosity,curiosity,,n.
curriculum,curriculum,,n.
curry,curry,,n.|v.
curse,curse,,n.|v.
custody,custody,,n.
cyclist,cyclist,,n.
cynical,cynical,,adj.
daddy,daddy,,n.
dairy,dairy,,adj.|n.
damp,damp,,adj.|n.|v.
dash,dash,,n.|v.
datum,datum,,n.
decay,decay,,n.|v.
declension,declension,,n.
defendant,defendant,,n.
deficiency,deficiency,,n.
delegate,delegate,,n.|v.
delete,delete,,v.
delicate,delicate,,adj.
democrat,democrat,,n.
demon,demon,,n.
dense,dense,,adj.
dependence,dependence,,n.
depict,depict,,v.
deprive,deprive,,v.
descend,descend,,v.
designate,designate,,adj.|v.
despair,despair,,n.|v.
destine,destine,,v.
destiny,destiny,,n.
detach,detach,,v.
devil,devil,,n.
devise,devise,,v.
diabetes,diabetes,,n.
dictate,dictate,,n.|v.
dignity,dignity,,n.
diminish,diminish,,v.
dine,dine,,v.
dip,dip,,n.|v.
diplomat,diplomat,,n.
disabled,disabled,,adj.|n.
discharge,discharge,,n.|v.
disclose,disclose,,v.
discourage,discourage,,v.
discourse,discourse,,n.|v.
discriminate,discriminate,,v.
displace,displace,,v.
