lemma,display_word,variant,oxford_pos
still,still,,adv.
problem,problem,,n.
write,write,,v.
same,same,,adj.|adv.|pron.
lot,lot,,adv.|det.|pron.
great,great,,adj.
try,try,,v.
leave,leave,,v.
number,number,,n.
both,both,,det.|pron.
own,own,,adj.|pron.
part,part,,n.
point,point,,n.
little,little,,adj.|det.|pron.
help,help,,n.|v.
ask,ask,,v.
meet,meet,,v.
start,start,,v.
talk,talk,,v.
something,something,,pron.
put,put,,v.
another,another,,det.|pron.
become,become,,v.
interest,interest,,n.|v.
country,country,,n.
old,old,,adj.
each,each,,adv.|det.|pron.
school,school,,n.
late,late,,adj.|adv.
high,high,,adj.
different,different,,adj.
off,off,,adv.|prep.
next,next,,adj.|adv.
end,end,,n.|v.
live,live,,v.
why,why,,adv.
world,world,,n.
week,week,,n.
play,play,,n.|v.
must,must,,modal v.
home,home,,adv.|n.
never,never,,adv.
include,include,,v.
course,course,,n.
house,house,,n.
report,report,,n.
group,group,,n.
woman,woman,,n.
around,around,,adv.|prep.
book,book,,n.
family,family,,adj.|n.
let,let,,v.
again,again,,adv.
kind,kind,,n.
keep,keep,,v.
hear,hear,,v.
every,every,,det.
question,question,,n.
during,during,,prep.
always,always,,adv.
