lemma,display_word,variant,oxford_pos
used,used,,adj.
viewer,viewer,,n.
warning,warning,,n.
worldwide,worldwide,,adj.|adv.
written,written,,adj.
but,but,,prep.
make,make,,n.
time,time,,v.
very,very,,adj.
way,way,,adv.
back,back,,v.
even,even,,adj.
feel,feel,,n.
try,try,,n.
leave,leave,,n.
high,high,,n.
house,house,,v.
issue,issue,,v.
hold,hold,,n.
close,close,,n.
level,level,,v.
line,line,,v.
term,term,,v.
low,low,,n.
process,process,,v.
price,price,,v.
concern,concern,,n.|v.
stand,stand,,n.
yet,yet,,conj.
rate,rate,,v.
power,power,,v.
value,value,,v.
figure,figure,,v.
subject,subject,,adj.
reach,reach,,n.
free,free,,v.
sense,sense,,v.
produce,produce,,n.
position,position,,v.
account,account,,v.
major,major,,n.
forward,forward,,adj.
bear,bear,,v.
rise,rise,,n.
detail,detail,,v.
step,step,,v.
date,date,,v.
model,model,,v.
approach,approach,,n.|v.
amount,amount,,v.
picture,picture,,v.
regard,regard,,n.|v.
range,range,,v.
project,project,,v.
round,round,,n.
fund,fund,,n.|v.
national,national,,n.
stage,stage,,v.
address,address,,v.
demand,demand,,n.|v.
