lemma,display_word,variant,oxford_pos
card,card,,n.
hospital,hospital,,n.
quickly,quickly,,adv.
interview,interview,,n.|v.
capital,capital,,adj.|n.
popular,popular,,adj.
beautiful,beautiful,,adj.
television,television,,n.
red,red,,adj.|n.
husband,husband,,n.
modern,modern,,adj.
bus,bus,,n.
yourself,yourself,,pron.
natural,natural,,adj.
brother,brother,,n.
trip,trip,,n.
sleep,sleep,,v.
fish,fish,,n.
bar,bar,,n.
clean,clean,,adj.|v.
fill,fill,,v.
star,star,,n.
match,match,,n.
match,match,,v.
blue,blue,,adj.|n.
positive,positive,,adj.
box,box,,n.
message,message,,n.
style,style,,n.
cold,cold,,adj.|n.
quarter,quarter,,n.
baby,baby,,n.
sing,sing,,v.
adult,adult,,n.
fly,fly,,v.
hot,hot,,adj.
bill,bill,,n.
career,career,,n.
dog,dog,,n.
dress,dress,,n.|v.
guess,guess,,n.|v.
fun,fun,,n.
science,science,,n.
hair,hair,,n.
exercise,exercise,,n.|v.
useful,useful,,adj.
restaurant,restaurant,,n.
dark,dark,,adj.
imagine,imagine,,v.
okay,okay,,adj.|adv.|exclam.
daughter,daughter,,n.
post,post,,n.|v.
newspaper,newspaper,,n.
clock,clock,,n.
everybody,everybody,,pron.
weekend,weekend,,n.
green,green,,adj.|n.
song,song,,n.
object,object,,n.
afternoon,afternoon,,n.
