lemma,display_word,variant,oxford_pos
crack,crack,,n.|v.
virtually,virtually,,adv.
era,era,,n.
coverage,coverage,,n.
tension,tension,,n.
input,input,,n.|v.
isolate,isolate,,v.
eliminate,eliminate,,v.
welfare,welfare,,n.
recruit,recruit,,n.|v.
exclude,exclude,,v.
hence,hence,,adv.
pupil,pupil,,n.
restore,restore,,v.
formula,formula,,n.
perceive,perceive,,v.
beside,beside,,prep.
devote,devote,,v.
terrorist,terrorist,,n.
fascinate,fascinate,,v.
spare,spare,,adj.|n.|v.
depression,depression,,n.
underlie,underlie,,v.
distinction,distinction,,n.
satisfaction,satisfaction,,n.
incorporate,incorporate,,v.
pub,pub,,n.
perception,perception,,n.
database,database,,n.
territory,territory,,n.
expansion,expansion,,n.
scare,scare,,n.|v.
boundary,boundary,,n.
ratio,ratio,,n.
withdraw,withdraw,,v.
disorder,disorder,,n.
demonstration,demonstration,,n.
analyst,analyst,,n.
restriction,restriction,,n.
foundation,foundation,,n.
strain,strain,,n.|v.
innovation,innovation,,n.
trail,trail,,n.|v.
trap,trap,,n.|v.
extension,extension,,n.
remarkable,remarkable,,adj.
bid,bid,,n.|v.
breed,breed,,n.|v.
adviser,adviser,,n.
stem,stem,,n.|v.
reverse,reverse,,adj.|n.|v.
mode,mode,,n.
adjust,adjust,,v.
nowadays,nowadays,,adv.
agricultural,agricultural,,adj.
overcome,overcome,,v.
log,log,,n.|v.
portion,portion,,n.
extensive,extensive,,adj.
independence,independence,,n.
