lemma,display_word,variant,oxford_pos
needle,needle,,n.
peaceful,peaceful,,adj.
priest,priest,,n.
receipt,receipt,,n.
sculpture,sculpture,,n.
sensible,sensible,,adj.
statue,statue,,n.
better,better,,n.
following,following,,n.
worse,worse,,adv.
worst,worst,,adv.
reservation,reservation,,n.
advanced,advanced,,adj.
alcoholic,alcoholic,,adj.
amazed,amazed,,adj.
annoyed,annoyed,,adj.
annoying,annoying,,adj.
authority,authority,,n.
backward,backward,,adv.
breathing,breathing,,n.
bride,bride,,n.
careless,careless,,adj.
cheat,cheat,,n.|v.
cheerful,cheerful,,adj.
cloth,cloth,,n.
colored,colored,,adj.
confused,confused,,adj.
container,container,,n.
covered,covered,,adj.
cupboard,cupboard,,n.
determined,determined,,adj.
diagram,diagram,,n.
diamond,diamond,,n.
disappointed,disappointed,,adj.
disappointing,disappointing,,adj.
dislike,dislike,,n.|v.
documentary,documentary,,n.
dressed,dressed,,adj.
drunk,drunk,,adj.
earthquake,earthquake,,n.
educated,educated,,adj.
embarrassed,embarrassed,,adj.
embarrassing,embarrassing,,adj.
engaged,engaged,,adj.
engineering,engineering,,n.
expected,expected,,adj.
experienced,experienced,,adj.
explosion,explosion,,n.
fascinating,fascinating,,adj.
fashionable,fashionable,,adj.
fighting,fighting,,n.
fitness,fitness,,n.
fixed,fixed,,adj.
flour,flour,,n.
frightened,frightened,,adj.
frightening,frightening,,adj.
frozen,frozen,,adj.
headline,headline,,n.
heating,heating,,n.
hurricane,hurricane,,n.
