lemma,display_word,variant,oxford_pos
drag,drag,,v.
mount,mount,,v.
wrap,wrap,,v.
angle,angle,,n.
offense,offense,,n.
detect,detect,,v.
surgery,surgery,,n.
visual,visual,,adj.
adapt,adapt,,v.
rescue,rescue,,n.|v.
league,league,,n.
rapid,rapid,,adj.
cancel,cancel,,v.
regret,regret,,n.|v.
dismiss,dismiss,,v.
opponent,opponent,,n.
resist,resist,,v.
absolute,absolute,,adj.
barrier,barrier,,n.
rid,rid,,v.
motor,motor,,adj.|n.
possess,possess,,v.
float,float,,v.
wealthy,wealthy,,adj.
acceptable,acceptable,,adj.
measurement,measurement,,n.
illustration,illustration,,n.
weakness,weakness,,n.
contest,contest,,n.
contest,contest,,v.
aggressive,aggressive,,adj.
govern,govern,,v.
praise,praise,,n.|v.
modify,modify,,v.
flash,flash,,n.|v.
therapy,therapy,,n.
imagination,imagination,,n.
insight,insight,,n.
joy,joy,,n.
pregnant,pregnant,,adj.
fortune,fortune,,n.
pile,pile,,n.|v.
creature,creature,,n.
tale,tale,,n.
fold,fold,,n.
intense,intense,,adj.
inquiry,inquiry,,n.
strict,strict,,adj.
humor,humor,humour,n.
wise,wise,,adj.
shelter,shelter,,n.|v.
whisper,whisper,,n.|v.
species,species,,n.
bunch,bunch,,n.
hesitate,hesitate,,v.
wherever,wherever,,conj.
anxious,anxious,,adj.
nerve,nerve,,n.
raw,raw,,adj.
slope,slope,,n.|v.
