lemma,display_word,variant,oxford_pos
swell,swell,,adj.|n.|v.
swift,swift,,adj.
symphony,symphony,,n.
tag,tag,,n.|v.
tease,tease,,n.|v.
telegraph,telegraph,,n.|v.
temple,temple,,n.
tempt,tempt,,v.
tenant,tenant,,n.
terminal,terminal,,adj.|n.
terminate,terminate,,v.
terrace,terrace,,n.|v.
terrific,terrific,,adj.
terror,terror,,n.
thorough,thorough,,adj.
thread,thread,,n.|v.
thrill,thrill,,n.|v.
thumb,thumb,,n.|v.
tick,tick,,n.|v.
tidy,tidy,,adj.|v.
timber,timber,,n.
torture,torture,,n.|v.
toss,toss,,n.|v.
toxic,toxic,,adj.
tragic,tragic,,adj.
transact,transact,,v.
transmit,transmit,,v.
treasure,treasure,,n.|v.
treaty,treaty,,n.
tremendous,tremendous,,adj.
tribe,tribe,,n.
trim,trim,,adj.|n.|v.
triumph,triumph,,n.|v.
turnover,turnover,,n.
ultimate,ultimate,,adj.|n.
unaware,unaware,,adj.
undermine,undermine,,v.
unify,unify,,v.
unprecedented,unprecedented,,adj.
urgent,urgent,,adj.
utilize,utilize,utilise,v.
utter,utter,,adj.|v.
vacate,vacate,,v.
vaccine,vaccine,,n.
vacuum,vacuum,,n.|v.
vague,vague,,adj.
valid,valid,,adj.
vanish,vanish,,v.
verbal,verbal,,adj.
verse,verse,,n.
vertical,vertical,,adj.|n.
veterinarian,veterinarian,,n.
vigor,vigor,,n.
vigorous,vigorous,,adj.
virgin,virgin,,adj.|n.
virtue,virtue,,n.
vivid,vivid,,adj.
vocabulary,vocabulary,,n.
vocation,vocation,,n.
warehouse,warehouse,,n.|v.
