lemma,display_word,variant,oxford_pos
install,install,,v.
calculate,calculate,,v.
upper,upper,,adj.
creation,creation,,n.
outline,outline,,n.|v.
preserve,preserve,,v.
split,split,,n.|v.
consistent,consistent,,adj.
aside,aside,,adv.
comfort,comfort,,n.|v.
severe,severe,,adj.
prospect,prospect,,n.
plot,plot,,v.
criticism,criticism,,n.
bet,bet,,n.|v.
retain,retain,,v.
sequence,sequence,,n.
plain,plain,,adj.
rural,rural,,adj.
abandon,abandon,,v.
examination,examination,,n.
silence,silence,,n.
rapidly,rapidly,,adv.
efficient,efficient,,adj.
revolution,revolution,,n.
lean,lean,,v.
dramatic,dramatic,,adj.
distribute,distribute,,v.
crucial,crucial,,adj.
crop,crop,,n.
minority,minority,,n.
origin,origin,,n.
landscape,landscape,,n.
fault,fault,,n.
exhibit,exhibit,,n.|v.
minor,minor,,adj.
hunt,hunt,,n.
dominate,dominate,,v.
deeply,deeply,,adv.
ultimately,ultimately,,adv.
proof,proof,,n.
preparation,preparation,,n.
agenda,agenda,,n.
emphasis,emphasis,,n.
edition,edition,,n.
wire,wire,,n.
publication,publication,,n.
slight,slight,,adj.
unknown,unknown,,adj.
zone,zone,,n.
inch,inch,,n.
elderly,elderly,,adj.
owe,owe,,v.
governor,governor,,n.
pitch,pitch,,n.
contemporary,contemporary,,adj.
specialist,specialist,,adj.|n.
numerous,numerous,,adj.
submit,submit,,v.
sensitive,sensitive,,adj.
