lemma,display_word,variant,oxford_pos
until,until,,conj.|prep.
reason,reason,,n.
form,form,,n.|v.
spend,spend,,v.
head,head,,n.
car,car,,n.
learn,learn,,v.
person,person,,n.
once,once,,adv.
member,member,,n.
enough,enough,,adv.|det.|pron.
bad,bad,,adj.
city,city,,n.
night,night,,n.
line,line,,n.
present,present,,adj.
present,present,,n.
quite,quite,,adv.
sure,sure,,adj.
age,age,,n.
speak,speak,,v.
often,often,,adv.
train,train,,n.
possible,possible,,adj.
together,together,,adv.
price,price,,n.
parent,parent,,n.
hard,hard,,adj.|adv.
party,party,,n.
local,local,,adj.
product,product,,n.
lose,lose,,v.
story,story,,n.
stand,stand,,v.
ever,ever,,adv.
anything,anything,,pron.
fall,fall,,n.
fall,fall,,v.
water,water,,n.
send,send,,v.
soon,soon,,adv.
watch,watch,,n.
watch,watch,,v.
probably,probably,,adv.
past,past,,adj.|n.|prep.
test,test,,n.|v.
visit,visit,,n.|v.
center,center,,n.
grow,grow,,v.
nothing,nothing,,pron.
return,return,,n.|v.
mother,mother,,n.
walk,walk,,n.|v.
office,office,,n.
stay,stay,,v.
stop,stop,,n.|v.
light,light,,adj.
light,light,,n.
remember,remember,,v.
share,share,,v.
