lemma,display_word,variant,oxford_pos
best,best,,adv.|n.
better,better,,adv.
downstairs,downstairs,,adj.
his,his,,pron.
later,later,,adj.
upstairs,upstairs,,adj.
underground,underground,,adj.|adv.
according to,according to,,prep.
advertising,advertising,,n.
ah,ah,,exclam.
all right,all right,,adj.|adv.
ankle,ankle,,n.
app,app,,n.
based,based,,adj.
broken,broken,,adj.
businessman,businessman,,n.
camping,camping,,n.
campus,campus,,n.
cartoon,cartoon,,n.
chemistry,chemistry,,n.
closed,closed,,adj.
closet,closet,,n.
connected,connected,,adj.
correctly,correctly,,adv.
crowded,crowded,,adj.
curly,curly,,adj.
dessert,dessert,,n.
detective,detective,,n.
divorced,divorced,,adj.
download,download,,n.|v.
downtown,downtown,,adj.|adv.|n.
drawing,drawing,,n.
driving,driving,,n.
electrical,electrical,,adj.
ending,ending,,n.
farming,farming,,n.
fishing,fishing,,n.
flu,flu,,n.
flying,flying,,adj.|n.
following,following,,adj.
fortunately,fortunately,,adv.
garbage,garbage,,n.
happily,happily,,adv.
hers,hers,,pron.
hockey,hockey,,n.
included,included,,adj.
including,including,,prep.
instructor,instructor,,n.
invention,invention,,n.
jazz,jazz,,n.
jewelry,jewelry,,n.
kilometer,kilometer,,n.
laptop,laptop,,n.
learning,learning,,n.
lifestyle,lifestyle,,n.
lost,lost,,adj.
loudly,loudly,,adv.
missing,missing,,adj.
motorcycle,motorcycle,,n.
noisy,noisy,,adj.
