lemma,display_word,variant,oxford_pos
big,big,,adj.
small,small,,adj.
study,study,,n.|v.
follow,follow,,v.
begin,begin,,v.
important,important,,adj.
run,run,,v.
under,under,,adv.|prep.
turn,turn,,n.|v.
few,few,,adj.|det.|pron.
bring,bring,,v.
early,early,,adj.|adv.
hand,hand,,n.
move,move,,v.
money,money,,n.
fact,fact,,n.
however,however,,adv.
area,area,,n.
name,name,,n.|v.
read,read,,v.
friend,friend,,n.
month,month,,n.
large,large,,adj.
business,business,,n.
without,without,,prep.
information,information,,n.
open,open,,adj.|v.
order,order,,n.
order,order,,v.
word,word,,n.
market,market,,n.
pay,pay,,v.
build,build,,v.
believe,believe,,v.
second,second,,det.
second,second,,n.
second,second,,number
yes,yes,,exclam.
love,love,,n.|v.
job,job,,n.
plan,plan,,n.|v.
result,result,,n.
away,away,,adv.
example,example,,n.
happen,happen,,v.
young,young,,adj.
close,close,,v.
program,program,,n.
buy,buy,,v.
understand,understand,,v.
thank,thank,,v.
far,far,,adv.
today,today,,adv.|n.
hour,hour,,n.
student,student,,n.
face,face,,n.
hope,hope,,v.
idea,idea,,n.
cost,cost,,n.|v.
room,room,,n.
